date,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,dp,dy,ep,de,e10p,tms,dfy,log_equity_premium,equity_premium,equity_premium_lag,abs_ep_lag,sign_lag
1929-02-01,25.59,0.87,1.418,0.2454239,0.0439,0.0466,0.0566,0.0363,0.056176873,0.003651658,-0.001955,-0.0157,0.003,0.002973585,,-0.0034,-0.0067,-3.381463717505205,-3.3873082695014882,-2.892954222061762,-0.48850949544344335,,0.002700000000000001,0.009999999999999995,-0.007050800018575325,-0.007051658,0.050324187,0.050324187,1.0
1929-03-01,25.53,0.88,1.438,0.27230047,0.046,0.047,0.0579,0.0377,0.064009489,0.003826005,-0.0039216,-0.0144,-0.0087,0.003954424,,0.0016,-0.0018,-3.3676876027632776,-3.3700350216815824,-2.876600971954538,-0.49108663080873977,,0.0010000000000000009,0.0109,-0.002219983094520862,-0.0022260049999999997,-0.007051658,0.007051658,0.0
1929-04-01,25.94,0.89,1.457,0.263396912,0.048,0.0469,0.058,0.0358,0.083588593,0.003992021,-0.003937,0.0275,0.0019,0.002321454,,0.0203,0.019,-3.3723199951442497,-3.3563880475093444,-2.87940665167523,-0.4929133434690193,,-0.0011000000000000038,0.011100000000000006,0.016112627672319586,0.016307979,-0.0022260049999999997,0.0022260049999999997,0.0
1929-05-01,24.83,0.9,1.476,0.282774621,0.0509,0.047,0.058,0.0373,0.098772215,0.004232696,0.0058997,-0.0162,0.0045,0.0053501,,-0.0354,-0.0402,-3.3174131151779016,-3.3611466945461244,-2.8227168733417947,-0.494696241836107,,-0.0039000000000000007,0.011000000000000003,-0.0402655346868379,-0.039632696,0.016307979,0.016307979,1.0
1929-06-01,27.62,0.91,1.495,0.253580582,0.048,0.0477,0.0594,0.0367,0.09174819,0.003992021,0.0039139,0.011,-0.0046,0.001441049,,0.1104,0.1076,-3.412850827452387,-3.3063632789913164,-2.9164139411384964,-0.4964368863138911,,-0.00030000000000000165,0.011700000000000002,0.10073623674360017,0.106407979,-0.039632696,0.039632696,0.0
1929-07-01,28.88,0.92,1.514,0.24187518,0.0455,0.0477,0.0595,0.0369,0.088023919,0.003784496,0.0097182,0.0,0.002,0.001391523,,0.0497,0.0479,-3.4465309229636762,-3.401921756920197,-2.9483941590093683,-0.49813676395430806,,0.0022000000000000006,0.011799999999999998,0.04472705624802899,0.045915504,0.106407979,0.106407979,1.0
1929-08-01,31.71,0.93,1.533,0.221123761,0.047,0.0479,0.0604,0.0375,0.096246797,0.003909017,0.003861,-0.0034,0.002,0.003587172,,0.0991,0.0954,-3.5292027813850915,-3.435720006859461,-3.029405488660579,-0.4997972927245124,,0.000899999999999998,0.012500000000000004,0.09059026644739569,0.09519098299999999,0.045915504,0.045915504,1.0
1929-09-01,30.16,0.94,1.552,0.244868249,0.0458,0.048,0.0612,0.0375,0.120221236,0.003809402,-0.0019286,0.0027,0.0034,0.003609165,,-0.0507,-0.0529,-3.468391946857843,-3.5185074922683435,-2.966972121378728,-0.5014198254791146,,0.0022000000000000006,0.013199999999999996,-0.05583257269686689,-0.054509402,0.09519098299999999,0.09519098299999999,1.0
1929-10-01,24.15,0.95,1.572,0.307484187,0.0437,0.0477,0.0611,0.0347,0.154711799,0.003635052,0.0,0.0382,0.0073,0.05688817,,-0.1843,-0.1863,-3.2355776744861324,-3.457809837527306,-2.731935686091567,-0.5036419883945654,,0.003999999999999997,0.013400000000000002,-0.20733709984126908,-0.187935052,-0.054509402,0.054509402,0.0
1929-11-01,20.92,0.96,1.591,0.351956476,0.0347,0.0476,0.0603,0.0331,0.175604493,0.002887494,-0.0019324,0.0236,-0.0018,0.038671002,,-0.1249,-0.13,-3.0815276337169775,-3.225106374618837,-2.5763428898410723,-0.505184743875905,,0.012900000000000002,0.012699999999999996,-0.1363004466371568,-0.127787494,-0.187935052,0.187935052,0.0
1929-12-01,21.45,0.97,1.61,0.338457824,0.0303,0.0467,0.0595,0.034,0.163350483,0.002521818,-0.0058196,-0.0089,0.0192,0.011207001,,0.0277,0.0236,-3.0961838528587347,-3.0711648466814307,-2.5894904663776543,-0.5066933864810803,,0.016399999999999998,0.012799999999999999,0.02480465209610422,0.025178182,-0.127787494,0.127787494,0.0
1930-01-01,22.79,0.9708,1.557,0.314816201,0.0339,0.0466,0.0592,0.0347,0.146071661,0.002821017,-0.0038986,-0.0057,0.0059,0.001521776,,0.0589,0.0563,-3.1559566483872836,-3.0953594505037167,-2.683560950405732,-0.472395697981552,,0.012700000000000003,0.0126,0.054413588055179686,0.056078983,0.025178182,0.025178182,1.0
1930-02-01,23.28,0.9717,1.503,0.310206189,0.0336,0.0469,0.0589,0.0339,0.139410456,0.002796087,-0.0039139,0.0129,0.0072,0.001929061,,0.0256,0.0211,-3.176302786999981,-3.1550300073943367,-2.7401315120924,-0.4361712749075811,,0.0133,0.012000000000000004,0.02248562196407264,0.022803913000000002,0.056078983,0.056078983,1.0
1930-03-01,25.14,0.9725,1.45,0.319119189,0.0295,0.0462,0.0573,0.0335,0.12806352,0.002455317,-0.0058997,0.0083,0.0138,0.001583601,,0.0729,0.0699,-3.2523454066516373,-3.175479826352773,-2.8528966467296186,-0.39944875992201867,,0.0167,0.011099999999999999,0.0679129550263906,0.07044468300000001,0.022803913000000002,0.022803913000000002,1.0
1930-04-01,24.9,0.9733,1.397,0.326970598,0.03,0.046,0.057,0.0338,0.112883884,0.00249688,0.0058997,-0.0016,0.0084,0.002035756,,-0.0141,-0.016,-3.241930723020351,-3.2515231227117907,-2.8805407231958373,-0.36138999982451386,,0.016,0.011000000000000003,-0.01669411737543426,-0.01659688,0.07044468300000001,0.07044468300000001,1.0
1930-05-01,24.49,0.9742,1.343,0.331915512,0.0241,0.046,0.0572,0.0329,0.110781897,0.002006319,-0.0058997,0.0139,0.0057,0.005748466,,-0.0108,-0.015,-3.224403528573771,-3.2410064610803566,-2.903358953422976,-0.3210445751507953,,0.0219,0.011200000000000002,-0.012863052364889343,-0.012806319,-0.01659688,0.01659688,0.0
1930-06-01,20.46,0.975,1.29,0.403375453,0.0189,0.0457,0.0578,0.0328,0.129809387,0.001573761,-0.0059347,0.0051,0.011,0.015695027,,-0.1548,-0.1583,-3.0437895685077705,-3.2235826789483664,-2.7638295421499,-0.27996002635787065,,0.026799999999999997,0.0121,-0.16975451717611828,-0.156373761,-0.012806319,0.012806319,0.0
1930-07-01,21.21,0.9758,1.237,0.390187615,0.0183,0.0452,0.0577,0.0327,0.140952278,0.001523838,-0.0139862,0.0034,0.0056,0.005331601,,0.0386,0.0363,-3.0789704001769915,-3.0429693921238807,-2.8417836751662406,-0.23718672501075116,,0.026899999999999997,0.012500000000000004,0.03635097429106063,0.037076162,-0.156373761,0.156373761,0.0
1930-08-01,21.37,0.9767,1.183,0.379752101,0.0153,0.0447,0.0573,0.0328,0.120256372,0.001274188,-0.0060545,0.0013,0.0136,0.004385817,,0.0112,0.0066,-3.085563805859762,-3.078048505105297,-2.8939344843348067,-0.19162932152495543,,0.029399999999999996,0.0126,0.009864367499072449,0.009925812,0.037076162,0.037076162,1.0
1930-09-01,18.59,0.9775,1.13,0.445583211,0.0177,0.0442,0.0565,0.0324,0.098980395,0.001473913,0.0060545,0.0074,0.0108,0.003936067,,-0.1233,-0.1274,-2.945380788855969,-3.0847450564536727,-2.8004061690091038,-0.1449746198468653,,0.026500000000000003,0.012299999999999998,-0.13306324824397203,-0.124773913,0.009925812,0.009925812,1.0
1930-10-01,16.94,0.9783,1.077,0.497954731,0.0174,0.0442,0.0594,0.0324,0.110168594,0.00144895,-0.0060545,0.0035,0.0054,0.013708892,,-0.0839,-0.0867,-2.8516165967426623,-2.9445627092521067,-2.755498291049657,-0.09611830569300543,,0.026800000000000004,0.015199999999999998,-0.0890776512458245,-0.08534895,-0.124773913,0.124773913,0.0
1930-11-01,16.57,0.9792,1.023,0.504670831,0.014,0.0447,0.0625,0.0322,0.098304349,0.001165987,-0.0081301,0.0042,-0.0012,0.007399974,,-0.0204,-0.0248,-2.828613198662547,-2.850697056447984,-2.7848543444689824,-0.043758854193564796,,0.030699999999999998,0.017800000000000003,-0.02177626166921707,-0.021565987000000002,-0.08534895,0.08534895,0.0
1930-12-01,15.34,0.98,0.97,0.554745413,0.0148,0.0452,0.0671,0.033,0.120762526,0.001232573,-0.0143887,-0.007,-0.009,0.008528071,,-0.0717,-0.0779,-2.7506665032566295,-2.827796538755991,-2.7609230034238186,0.010256500167189108,,0.030399999999999996,0.02190000000000001,-0.0756321365817634,-0.072932573,-0.021565987000000002,0.021565987000000002,0.0
1931-01-01,16.09,0.9667,0.94,0.539152002,0.0124,0.0442,0.0641,0.0343,0.108416826,0.0010328,-0.0145988,-0.0121,0.0203,0.005087839,,0.0598,0.057,-2.812065030515869,-2.7643308654506873,-2.8400733647223793,0.02800833420651022,,0.0318,0.0199,0.05704794404750793,0.0587672,-0.072932573,0.072932573,0.0
1931-02-01,17.93,0.9533,0.91,0.479667963,0.0106,0.0443,0.0638,0.0338,0.099383066,0.000882943,-0.0148151,0.0085,0.0068,0.002958874,,0.1109,0.1052,-2.9343009170996464,-2.8260235904868964,-2.980785967088283,0.04648504998863674,,0.0337,0.019499999999999997,0.10428794417041808,0.110017057,0.0587672,0.0587672,1.0
1931-03-01,16.69,0.94,0.88,0.529125087,0.0138,0.0439,0.0644,0.0332,0.097611229,0.001149339,-0.0064171,0.0104,0.0094,0.004146964,,-0.0698,-0.0743,-2.8766851413918313,-2.948350691335129,-2.9426431091836287,0.06595796779179736,,0.030100000000000002,0.020499999999999997,-0.07350434120772077,-0.070949339,0.110017057,0.110017057,1.0
1931-04-01,15.09,0.9267,0.85,0.603214498,0.0149,0.044,0.0672,0.0327,0.103643845,0.001240896,-0.0064586,0.0086,0.0067,0.006890707,,-0.0926,-0.0952,-2.7901576631692486,-2.890935128063235,-2.8765512022775326,0.08639353910828357,,0.029099999999999997,0.0232,-0.09841203847715997,-0.09384089600000001,-0.070949339,0.070949339,0.0
1931-05-01,13.02,0.9133,0.82,0.709948622,0.0088,0.0437,0.0715,0.0317,0.098989661,0.000733065,-0.0108579,0.0145,0.0134,0.006519523,,-0.1373,-0.1427,-2.6571775020649273,-2.8047231380642614,-2.764937575504262,0.10776007343933452,,0.0349,0.02779999999999999,-0.14842106933869723,-0.138033065,-0.09384089600000001,0.09384089600000001,0.0
1931-06-01,14.83,0.9,0.79,0.607271275,0.0055,0.0436,0.0736,0.0319,0.081699373,0.000458228,-0.0109771,0.0004,0.0052,0.022589288,,0.1467,0.1401,-2.802012671807667,-2.6718471524382497,-2.9323744896709107,0.13036181786324355,,0.0381,0.03,0.13643012901651083,0.146241772,-0.138033065,0.138033065,0.0
1931-07-01,13.73,0.8867,0.76,0.673609572,0.0041,0.0436,0.0708,0.0325,0.045485251,0.000341608,-0.0022099,-0.0042,0.0052,0.006819601,,-0.0751,-0.0783,-2.739831792376055,-2.8169007287460164,-2.89402006548164,0.15418827310558464,,0.0395,0.027200000000000002,-0.07841120508719454,-0.075441608,0.146241772,0.146241772,1.0
1931-08-01,13.86,0.8733,0.73,0.654185496,0.0042,0.044,0.0747,0.0326,0.031111746,0.000349939,-0.0022148,0.0012,0.0012,0.004401892,,0.0076,0.0021,-2.764483133324207,-2.7550593593423294,-2.9437177386014577,0.17923460527725038,,0.039799999999999995,0.030700000000000005,0.007221387710689488,0.007250061,-0.075441608,0.075441608,0.0
1931-09-01,9.71,0.86,0.7,0.944001656,0.0045,0.0455,0.0807,0.0353,0.056252627,0.00037493,-0.0044445,-0.0281,-0.0014,0.021643253,,-0.2873,-0.2913,-2.423979172037817,-2.779829883496341,-2.629831226241966,0.2058520542041488,,0.041,0.035199999999999995,-0.3390695642056229,-0.28767493,0.007250061,0.007250061,1.0
1931-10-01,10.53,0.8467,0.67,0.877176109,0.017,0.0499,0.0904,0.0385,0.024322331,0.001415664,-0.0067039,-0.033,-0.0363,0.040415893,,0.0761,0.0721,-2.5206371644797896,-2.439565120637139,-2.7547058927430093,0.23406872826321973,,0.0329,0.040499999999999994,0.07192873133178006,0.074684336,-0.28767493,0.28767493,0.0
1931-11-01,9.5,0.8333,0.64,0.971556408,0.0177,0.0494,0.0893,0.0385,0.041503556,0.001473913,-0.0112741,0.0027,-0.0189,0.010905179,,-0.1021,-0.1107,-2.4336533562004714,-2.53658988373986,-2.6975789012349147,0.26392554503444354,,0.0317,0.039900000000000005,-0.10916940331174899,-0.10357391299999999,0.074684336,0.074684336,1.0
1931-12-01,8.12,0.82,0.61,1.170731707,0.0241,0.0532,0.1042,0.0407,0.002113718,0.002006319,-0.0091117,-0.022,-0.0286,0.020002579,,-0.1385,-0.1463,-2.292781092897425,-2.4497427373303338,-2.5886264759883666,0.29584538309094177,,0.029099999999999997,0.051000000000000004,-0.1510845320441662,-0.14050631900000002,-0.10357391299999999,0.10357391299999999,0.0
1932-01-01,7.89,0.7933,0.5933,1.191378184,0.0248,0.052,0.0913,0.039,0.001910434,0.002064534,-0.02081,0.0034,-0.0052,0.016927363,,-0.0193,-0.0216,-2.297149953531963,-2.3258839728477665,-2.5876512405753225,0.29050128704335965,,0.0272,0.03930000000000001,-0.021551082362231067,-0.021364534,-0.14050631900000002,0.14050631900000002,0.0
1932-02-01,8.29,0.7667,0.5767,1.119842829,0.0242,0.0523,0.0887,0.0367,-0.003694659,0.002014636,-0.0141179,0.0413,-0.0238,0.025394121,,0.0531,0.0446,-2.3807096575644917,-2.3312558232750713,-2.6654830475079736,0.2847733899434819,,0.0281,0.0364,0.0497255860619923,0.051085364,-0.021364534,0.021364534,0.0
1932-03-01,7.31,0.74,0.56,1.185862445,0.0225,0.0498,0.0883,0.037,-0.006761777,0.001873244,-0.0047506,-0.0018,0.0356,0.012682612,,-0.1195,-0.1257,-2.290348366545609,-2.416155061931125,-2.5690617690146293,0.27871340246902043,,0.027299999999999998,0.038500000000000006,-0.12913684271235867,-0.12137324399999999,0.051085364,0.051085364,1.0
1932-04-01,5.83,0.7133,0.5433,1.553727874,0.0111,0.0517,0.1046,0.0336,-0.025047137,0.000924573,-0.0071685,0.0604,-0.0176,0.016969643,,-0.2075,-0.2099,-2.1008701900605455,-2.327096463459832,-2.373110625787061,0.2722404357265151,,0.040600000000000004,0.052899999999999996,-0.2334869190763552,-0.208424573,-0.12137324399999999,0.12137324399999999,0.0
1932-05-01,4.47,0.6867,0.5267,1.942333482,0.0031,0.0536,0.11,0.0349,-0.028727992,0.0002583,-0.014493,-0.0188,0.0107,0.022280586,,-0.2329,-0.241,-1.8732461719809836,-2.1388747637179075,-2.138512561118271,0.2652663891372872,,0.0505,0.0564,-0.26539637466318483,-0.23315829999999999,-0.208424573,0.208424573,0.0
1932-06-01,4.43,0.66,0.51,2.028478058,0.0034,0.0541,0.11,0.0347,-0.034356957,0.000283293,-0.007326,0.0065,-0.0009,0.032047997,,0.0044,-0.0045,-1.90391502801871,-1.9129038525871431,-2.16174413732081,0.25782910930209985,,0.0507,0.0559,0.004107095421177876,0.004116707000000001,-0.23315829999999999,0.23315829999999999,0.0
1932-07-01,6.1,0.6333,0.4933,1.612544071,0.0022,0.0526,0.1079,0.032,-0.011323577,0.000183317,0.0,0.0481,0.0043,0.018653298,,0.3938,0.3919,-2.265099806639018,-1.9452106195167969,-2.51492654192171,0.249826735282692,,0.0504,0.055299999999999995,0.3318505298227895,0.39361668299999997,0.004116707000000001,0.004116707000000001,1.0
1932-08-01,8.39,0.6067,0.4767,1.187807545,0.0014,0.0491,0.0822,0.0321,-0.000873291,0.00011666,-0.0123306,0.0003,0.0436,0.036330737,,0.4034,0.3956,-2.626761364513,-2.3080096152131504,-2.867908437250472,0.2411470727374721,,0.0477,0.0331,0.33878121064029987,0.40328334,0.39361668299999997,0.39361668299999997,1.0
1932-09-01,8.08,0.58,0.46,1.214365567,0.0003,0.047,0.0761,0.0319,0.000516809,2.49997e-05,-0.0049751,0.0057,0.0301,0.041534686,,-0.0291,-0.0335,-2.6341190479746763,-2.6717676959207872,-2.8659206620320004,0.23180161405732413,,0.0467,0.0291,-0.02955680199355055,-0.0291249997,0.40328334,0.40328334,1.0
1932-10-01,6.96,0.5533,0.4433,1.403877221,0.0001,0.0464,0.0787,0.0322,-0.002990809,8.3333e-06,-0.0075094,-0.0017,0.0074,0.032352407,,-0.1433,-0.1445,-2.5320344034244013,-2.681246801611077,-2.7536880115774576,0.22165360815305624,,0.046299999999999994,0.03230000000000001,-0.15467581327741703,-0.1433083333,-0.0291249997,0.0291249997,0.0
1932-11-01,6.55,0.5267,0.4267,1.542147294,0.0001,0.0463,0.0824,0.0322,-0.003134273,8.3333e-06,-0.0050378,0.0032,0.0073,0.021811146,,-0.052,-0.0585,-2.520589202139954,-2.581303626839122,-2.7311391384353434,0.2105499362953892,,0.0462,0.0361,-0.0534091099923935,-0.0520083333,-0.1433083333,0.1433083333,0.0
1932-12-01,6.89,0.5,0.41,1.442084301,0.0004,0.0459,0.0842,0.0315,-0.001500741,3.33328e-05,-0.0101524,0.0131,0.0139,0.00940395,,0.0609,0.0532,-2.6232182655855123,-2.5726122302071057,-2.8216692043093508,0.19845093872383834,,0.045500000000000006,0.038299999999999994,0.05908427223861424,0.0608666672,-0.0520083333,0.0520083333,0.0
1933-01-01,6.94,0.495,0.4125,1.426929392,0.0007,0.0444,0.0801,0.0308,-0.002907181,5.83316e-05,-0.0154245,0.0148,0.0547,0.005505207,,0.0143,0.0129,-2.64049929093216,-2.633268601439014,-2.8228208477261143,0.18232155679395468,,0.0437,0.0357,0.014140389501034571,0.0142416684,0.0608666672,0.0608666672,1.0
1933-02-01,5.66,0.49,0.415,1.690990465,0.0001,0.0448,0.0837,0.0325,-0.00212967,8.3333e-06,-0.0156661,-0.0258,-0.0523,0.014715877,,-0.1795,-0.186,-2.446773780092556,-2.6506516623961778,-2.6129006509665302,0.16612687087397404,,0.0447,0.0389,-0.1978497017172697,-0.1795083333,0.0142416684,0.0142416684,1.0
1933-03-01,5.85,0.485,0.4175,1.476534296,0.0134,0.0468,0.0891,0.0321,-0.01831785,0.001116044,-0.0079261,0.0097,0.0047,0.037207437,,0.0401,0.0343,-2.490048049288419,-2.4570302802597457,-2.639912395934992,0.149864346646573,,0.0334,0.0423,0.03820144069107842,0.038983956,-0.1795083333,0.1795083333,0.0
1933-04-01,8.32,0.48,0.42,1.119015048,0.0045,0.0478,0.0912,0.0325,0.004824112,0.00037493,-0.002656,-0.0032,-0.0095,0.029955125,,0.4165,0.4145,-2.852631429913318,-2.500410836323965,-2.9861628225378403,0.13353139262452263,,0.043300000000000005,0.0434,0.3478141805571233,0.41612507,0.038983956,0.038983956,1.0
1933-05-01,9.64,0.475,0.4225,0.928384973,0.0029,0.0463,0.0774,0.0308,-0.001380075,0.000241638,0.002656,0.0303,0.0588,0.011550571,,0.1756,0.1709,-3.01036158356995,-2.8631027297806133,-3.127486940807363,0.11712535723741269,,0.0434,0.031099999999999996,0.16153704675238462,0.17535836200000002,0.41612507,0.41612507,1.0
1933-06-01,10.91,0.47,0.425,0.833503159,0.0007,0.0446,0.0707,0.0306,0.002168754,5.83316e-05,0.0105542,0.005,0.019,0.020143521,,0.1388,0.1355,-3.144702384123012,-3.020943692900487,-3.2453459099026993,0.10064352577968738,,0.0439,0.026099999999999998,0.12991674652296706,0.13874166840000002,0.17535836200000002,0.17535836200000002,1.0
1933-07-01,9.95,0.465,0.4275,0.901178804,0.0019,0.0436,0.0662,0.0309,0.004929728,0.000158321,0.0284625,-0.0017,0.0161,0.032239993,,-0.0846,-0.0854,-3.063290424565282,-3.1553976732397597,-3.1473735417758237,0.08408311721054151,,0.0417,0.022599999999999995,-0.08855245923114846,-0.084758321,0.13874166840000002,0.13874166840000002,1.0
1933-08-01,11.09,0.46,0.43,0.798750122,0.0001,0.043,0.0677,0.0308,0.004160156,8.3333e-06,0.0101524,0.0044,0.0093,0.011620793,,0.1248,0.1213,-3.182572590861272,-3.0741013406694977,-3.2500138716568046,0.06744128079553269,,0.042899999999999994,0.0247,0.11759690880898516,0.1247916667,-0.084758321,0.084758321,0.0
1933-09-01,9.83,0.455,0.4325,0.867996604,0.0004,0.0436,0.0727,0.0308,0.00189187,3.33328e-05,0.0,0.0023,-0.0014,0.013459291,,-0.1181,-0.121,-3.0728967941902616,-3.193501661393462,-3.123611886769278,0.05071509257901652,,0.0432,0.0291,-0.12570994033247654,-0.11813333279999999,0.1247916667,0.1247916667,1.0
1933-10-01,8.96,0.45,0.435,0.927858439,0.0009,0.0434,0.0749,0.0315,0.00607003,7.49972e-05,0.0,-0.0091,0.004,0.026482018,,-0.0901,-0.0911,-2.9912779232046107,-3.083946630376847,-3.025179474880292,0.03390155167568132,,0.0425,0.03149999999999999,-0.09449557000734253,-0.0901749972,-0.11813333279999999,0.11813333279999999,0.0
1933-11-01,9.88,0.445,0.4375,0.833503159,0.0022,0.0454,0.0798,0.0327,0.008070391,0.000183317,0.0,-0.0149,-0.0248,0.009246939,,0.1091,0.1027,-3.100193508575673,-3.0024512238027357,-3.1171910849442446,0.016997576368571132,,0.0432,0.03439999999999999,0.10336557542906694,0.108916683,-0.0901749972,0.0901749972,0.0
1933-12-01,10.1,0.44,0.44,0.829026046,0.0029,0.045,0.0775,0.0336,0.012765111,0.000241638,-0.0050633,-0.0113,0.0257,0.005328937,,0.0281,0.0259,-3.133515975917044,-3.1114930638296068,-3.133515975917044,0.0,,0.0421,0.0325,0.027470829756295168,0.027858362,0.108916683,0.108916683,1.0
1934-01-01,11.17,0.4408,0.4442,0.762917366,0.0072,0.0435,0.0701,0.0321,0.009283706,0.00059982,0.0050633,0.0257,0.0257,0.006506291,,0.1147,0.1133,-3.2323956342245412,-3.131699444990646,-3.224711980602919,-0.007683653621622155,,0.0363,0.0266,0.10798567023355406,0.11410018,0.027858362,0.027858362,1.0
1934-02-01,10.76,0.4417,0.4483,0.790643727,0.0062,0.042,0.0627,0.0317,0.011123779,0.000516533,0.0075472,0.0081,0.0146,0.005526031,,-0.033,-0.0373,-3.1929599151132946,-3.2303559734607656,-3.178128182554382,-0.014831732558913013,,0.035800000000000005,0.020700000000000003,-0.03407318317159298,-0.033516533,0.11410018,0.11410018,1.0
