yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
201306,1606.28,33.2663,90.9500,-0.013601,-0.015262,0.0427,0.0519,0.0330,-0.0285,-0.0371,0.0005,0.000000,0.020710,0.020400,0.056622,0.365765,0.338444,0.032500,0.009200,-0.008600,0.002400,,0.000119,0.002248,,,,,6.865631,0.002603,4.433600,,-1.898373,,,0.007919,0.048189,,,-0.153646,0.091187,-0.014054,0.446944,0.186307,0.967566,0.967566,-2.894106,0.019906,0.024444,,,1.055849,,0.394338,-0.298554,3.093098
201307,1685.73,33.6455,92.0900,0.050672,0.049287,0.0434,0.0532,0.0344,-0.0173,0.0031,0.0004,0.000000,0.019959,0.020946,0.054629,0.365355,0.325563,0.034000,0.009800,0.020400,0.000394,,0.008361,0.000502,,,,,4.850831,0.002054,6.934500,,-1.626144,,,0.003712,0.090702,,,-0.112526,-0.000436,0.034898,0.451813,0.175323,0.995619,0.995619,-2.932660,0.022780,0.016518,,,1.055849,,0.353552,-0.236979,3.189419
201308,1632.97,34.0247,93.2300,-0.029207,-0.031638,0.0454,0.0542,0.0351,-0.0079,-0.0074,0.0004,0.000000,0.020836,0.020184,0.057092,0.364955,0.340713,0.034700,0.008800,0.000500,0.001203,,0.010332,0.000950,,,,,11.596802,0.002571,16.034900,,-1.781237,,,0.008731,0.027402,,,0.046103,0.000316,0.030602,0.494757,0.171339,0.945840,0.945840,-2.890118,0.016640,0.026163,,,1.055849,,0.369506,-0.294144,3.284550
201309,1681.55,34.4039,94.3700,0.031660,0.030064,0.0464,0.0547,0.0349,0.0061,0.0014,0.0002,0.000000,0.020460,0.021068,0.056121,0.364564,0.333521,0.034700,0.008300,-0.004700,0.001163,,0.010119,0.000622,,,,,10.487769,0.002137,14.573800,,-1.585777,,,0.013122,-0.052047,,,0.028590,0.054118,-0.022110,0.463101,0.172366,0.965091,0.965091,-2.907960,0.020849,0.025740,,,1.055849,,0.262465,-0.251983,3.388872
201310,1756.54,34.6000,96.3133,0.046268,0.044953,0.0453,0.0531,0.0342,0.0128,0.0211,0.0005,0.000000,0.019698,0.020576,0.054831,0.359244,0.324595,0.033700,0.007800,0.008300,-0.002575,,0.009623,0.001438,,,,,6.003458,0.002108,5.680000,,-1.685166,,,0.011018,-0.059301,,,-0.005643,0.022596,0.030181,0.467464,0.160600,0.991416,0.991416,-2.929357,0.023469,0.015900,,,1.055849,,0.329706,-0.340514,3.461509
201311,1805.81,34.7960,98.2567,0.030817,0.028398,0.0463,0.0538,0.0361,-0.0236,-0.0086,0.0007,0.000000,0.019269,0.019809,0.054411,0.354134,0.313685,0.035400,0.007500,0.015000,-0.002042,,0.010325,0.000644,,,,,7.661209,0.001595,11.187100,,-1.724325,,,0.012635,-0.038841,,,-0.016663,0.044901,0.023915,0.476525,0.131412,0.999322,0.999322,-2.938018,0.024861,0.016488,,,1.055849,,0.299230,-0.294582,3.722800
201312,1848.36,34.9920,100.2000,0.025950,0.024196,0.0462,0.0538,0.0378,-0.0207,0.0002,0.0007,0.000000,0.018931,0.019377,0.054210,0.349222,0.304408,0.037100,0.007600,0.020900,-0.000086,,0.012144,0.000746,,,,,7.783432,0.002057,9.565400,,-1.761887,,,0.013864,0.060724,,,-0.023888,0.053580,0.058368,0.455277,0.140886,1.000000,1.000000,-2.943473,0.016982,0.017288,,,1.055849,,0.312076,-0.360875,3.763380
201401,1782.59,35.4039,100.4167,-0.034666,-0.035731,0.0449,0.0519,0.0342,0.0548,0.0331,0.0004,0.000000,0.019861,0.019154,0.056332,0.352570,0.321429,0.033800,0.007000,-0.021700,0.003720,,0.013765,0.001304,,,,,10.739444,0.002566,18.521600,,-1.893071,,,0.009110,-0.006316,,,-0.084224,-0.003257,0.015143,0.471446,0.144292,0.947045,0.947045,-2.904693,0.030245,0.030307,,,1.055849,,0.308278,-0.496033,3.737884
201402,1859.45,35.8158,100.6333,0.045757,0.043194,0.0445,0.0510,0.0339,0.0074,0.0168,0.0005,0.000000,0.019262,0.020092,0.054120,0.355904,0.309163,0.033400,0.006500,0.009400,0.003698,,0.016576,0.001254,,,,,5.448574,0.001805,9.157300,,-1.941896,,,0.015739,0.054639,,,-0.122706,0.008894,-0.070166,0.440040,0.145785,0.984620,0.984620,-2.943292,0.020308,0.016964,,,1.055849,,0.344635,-0.378253,4.303745
201403,1872.34,36.2277,100.8500,0.008056,0.006537,0.0438,0.0506,0.0337,0.0063,0.0062,0.0005,0.000000,0.019349,0.019483,0.053863,0.359223,0.350616,0.033200,0.006800,-0.000100,0.006440,,0.016417,0.000869,,,,,3.767386,0.001799,5.247400,,-1.953892,,,0.024669,-0.012733,,,-0.100132,0.020302,0.065956,0.468240,0.141971,0.992821,0.992821,-2.948147,0.028109,0.015812,,,1.055849,,0.342488,-0.385446,4.114864
201404,1883.95,36.6120,101.6067,0.006555,0.005388,0.0424,0.0490,0.0326,0.0181,0.0160,0.0003,0.000000,0.019434,0.019554,0.053933,0.360331,0.348011,0.032300,0.006600,-0.002100,0.003297,,0.016623,0.001363,,,,,4.397512,0.002093,5.555900,,-1.955761,,,0.024584,-0.014768,,,-0.143100,0.028222,-0.006666,0.432791,0.142137,1.000000,1.000000,-2.946756,0.032135,0.015454,,,1.055849,,0.341178,-0.423387,4.089598
201405,1923.57,36.9963,102.3633,0.023309,0.020895,0.0416,0.0476,0.0309,0.0279,0.0188,0.0003,0.000000,0.019233,0.019638,0.053215,0.361422,0.345173,0.030600,0.006000,-0.009100,0.003493,,0.013985,0.000555,,,,,3.303732,0.001378,5.377700,,-1.869482,,,0.027717,0.033277,,,-0.042769,0.009682,0.028791,0.470091,0.153231,1.000000,1.000000,-2.958687,0.020909,0.010809,,,1.055849,,0.304396,-0.377637,3.856094
201406,1960.23,37.3807,103.1200,0.020635,0.019048,0.0425,0.0480,0.0313,-0.0025,0.0020,0.0004,0.000000,0.019070,0.019433,0.052606,0.362497,0.342928,0.030900,0.005500,0.004500,0.001862,,0.013885,0.000282,,,,,3.600473,0.001262,8.219500,,-1.716610,,,0.030119,0.025822,,,-0.002577,0.023592,0.036332,0.459132,0.255577,0.992891,0.992891,-2.970591,0.024210,0.011750,,,1.055849,,0.271863,-0.364145,3.615326
201407,1930.67,37.7520,104.0667,-0.013974,-0.015278,0.0416,0.0473,0.0310,0.0057,0.0024,0.0003,0.000000,0.019554,0.019259,0.053902,0.362767,0.348380,0.030700,0.005700,-0.003300,-0.000390,,0.008438,0.000949,,,,,11.260952,0.002441,17.200400,,-1.737316,,,0.031346,-0.073913,,,0.079910,0.228289,-0.071380,0.443142,0.263632,0.966455,0.966455,-2.945673,0.026062,0.026175,,,1.055849,,0.262331,-0.389666,3.418538
201408,2003.37,38.1233,105.0133,0.039777,0.037445,0.0408,0.0469,0.0287,0.0369,0.0356,0.0003,0.000000,0.019030,0.019746,0.052418,0.363033,0.337476,0.028400,0.006100,-0.001300,-0.001671,,0.006739,0.000546,,,,,4.306926,0.001575,5.534800,,-1.640819,,,0.028864,-0.003767,,,-0.002818,-0.001786,0.023748,0.464348,0.270407,0.997681,0.997681,-2.972411,0.014968,0.012139,,,1.055849,,0.271107,-0.357395,3.501203
201409,1972.29,38.4946,105.9600,-0.013928,-0.015467,0.0411,0.0480,0.0300,-0.0170,-0.0271,0.0002,0.000000,0.019518,0.019215,0.053724,0.363294,0.338576,0.029800,0.006900,-0.010100,0.000753,,0.007991,0.000721,,,,,10.045763,0.002703,15.890600,,-1.785465,,,0.030987,-0.068363,,,0.015841,-0.001167,-0.030091,0.471518,0.284802,0.986294,0.986294,-2.948874,0.024146,0.022491,,,1.055849,,0.322432,-0.409817,3.466628
201410,2018.05,38.8108,104.7433,0.023972,0.022800,0.0392,0.0469,0.0282,0.0300,0.0225,0.0002,0.000000,0.019232,0.019678,0.051903,0.370532,0.331808,0.028000,0.007700,-0.007500,-0.002512,,0.008032,0.002944,,,,,3.002222,0.002120,-10.888500,,-2.065743,,,0.030290,-0.116705,,,-0.074147,-0.012456,0.000557,0.460472,0.299160,1.000000,1.000000,-2.981114,0.030521,0.018475,,,1.055849,,0.410275,-0.307914,3.512689
201411,2067.56,39.1270,103.5267,0.027631,0.025159,0.0392,0.0479,0.0264,0.0286,0.0173,0.0002,0.000000,0.018924,0.019389,0.050072,0.377941,0.323662,0.026200,0.008700,-0.011300,-0.005399,,0.006892,0.000150,,,,,6.453174,0.001795,10.908800,,-1.724077,,,0.035574,-0.181175,,,-0.037731,-0.019941,0.016852,0.470655,0.314035,1.000000,1.000000,-3.017328,0.024937,0.017425,,,1.055849,,0.360730,-0.420570,3.664808
201412,2058.90,39.4431,102.3100,-0.002473,-0.004249,0.0379,0.0474,0.0246,0.0290,0.0183,0.0003,0.000000,0.019157,0.019077,0.049692,0.385526,0.323756,0.024300,0.009500,-0.010700,-0.005670,,0.005625,0.001993,,,,,19.057377,0.003478,17.533100,,-1.854681,,,0.034864,-0.189415,,,0.008485,-0.050581,0.001881,0.476880,0.301611,0.987225,0.987225,-3.023779,0.027089,0.030461,,,1.055849,,0.400247,-0.452672,3.774100
201501,1994.99,39.8976,101.2900,-0.029430,-0.030468,0.0346,0.0445,0.0200,0.0709,0.0599,0.0003,0.000000,0.019999,0.019378,0.050772,0.393895,0.336169,0.019700,0.009900,-0.011000,-0.004706,,0.000191,0.002227,,,,,17.113367,0.003884,16.295800,,-1.999249,,,0.026018,-0.105893,,,-0.017670,-0.019907,0.019655,0.448631,0.303386,0.950771,0.950771,-2.999032,0.028100,0.042695,,,0.278560,,0.370303,-0.569364,4.254888
201502,2104.50,40.3521,100.2700,0.056976,0.054305,0.0361,0.0451,0.0238,-0.0523,-0.0320,0.0002,0.000000,0.019174,0.020227,0.047646,0.402435,0.318227,0.023600,0.009000,0.020300,0.004343,,-0.003767,0.000814,,,,,6.052403,0.002250,7.904600,,-1.894431,,,0.018750,0.042896,,,0.070652,-0.054115,0.029847,0.486335,0.315215,0.994959,0.994959,-3.063573,0.021408,0.016633,,,0.521671,,0.387856,-0.496756,4.693438
201503,2067.89,40.8066,99.2500,-0.014993,-0.016628,0.0364,0.0454,0.0230,0.0137,0.0058,0.0003,0.000000,0.019733,0.019390,0.047996,0.411150,0.307454,0.022700,0.009000,-0.007900,0.005952,,-0.006890,0.001720,,,,,7.067354,0.002198,9.778500,,-1.823404,,,0.014455,-0.042536,,,-0.033580,-0.022970,0.045059,0.468813,0.309586,0.971977,0.971977,-3.056837,0.020287,0.021627,,,-0.519085,,0.384083,-0.542951,4.631391
201504,2085.51,41.1184,97.8033,0.009101,0.008004,0.0352,0.0448,0.0249,-0.0250,-0.0223,0.0002,0.000000,0.019716,0.019884,0.046897,0.420419,0.306344,0.024700,0.009600,0.002700,0.002033,,-0.007075,0.000574,,,,,6.440116,0.002516,10.702400,,-1.695635,,,0.008062,0.249371,,,-0.034287,-0.036400,-0.005289,0.465180,0.310269,0.975498,0.975498,-3.079024,0.021958,0.021435,,,-0.012711,,0.308456,-0.497745,4.535028
201505,2107.39,41.4302,96.3567,0.012522,0.010141,0.0398,0.0489,0.0262,-0.0159,-0.0204,0.0002,0.000000,0.019659,0.019866,0.045723,0.429967,0.303450,0.026000,0.009100,-0.004500,0.005097,,-0.008078,0.000887,,,,,6.349033,0.001766,9.124100,,-1.746209,,,0.002670,0.010567,,,-0.051745,-0.060465,-0.000431,0.480901,0.313644,0.983524,0.983524,-3.106910,0.025315,0.017869,,,0.792587,,0.347369,-0.471561,4.393390
201506,2063.11,41.7420,94.9100,-0.019343,-0.021020,0.0419,0.0513,0.0285,-0.0298,-0.0320,0.0002,0.000000,0.020233,0.019807,0.046003,0.439806,0.310187,0.028300,0.009400,-0.002200,0.003503,,-0.008725,0.001052,,,,,13.507390,0.003215,18.725800,,-1.694074,,,-0.001253,-0.012780,,,0.031237,-0.017082,-0.070812,0.469555,0.269576,0.962163,0.962163,-3.102367,0.026959,0.031750,,,0.549476,,0.330907,-0.445552,4.502908
201507,2103.84,41.9981,93.4933,0.021297,0.020101,0.0415,0.0520,0.0263,0.0329,0.0239,0.0003,0.000000,0.019963,0.020357,0.044439,0.449210,0.308953,0.026000,0.010500,-0.009000,0.000067,,-0.008358,0.001160,,,,,2.784979,0.001762,0.964800,,-1.852596,,,0.004154,-0.207969,,,-0.016016,-0.027763,0.013069,0.462138,0.282035,0.966005,0.966005,-3.136564,0.036902,0.014091,,,1.055849,,0.362507,-0.371162,4.332596
201508,1972.18,42.2543,92.0767,-0.060073,-0.062419,0.0404,0.0519,0.0264,0.0012,-0.0067,0.0007,0.000000,0.021425,0.020084,0.046688,0.458903,0.330671,0.025700,0.011500,-0.007900,-0.001416,,-0.010161,0.005847,,,,,17.087656,0.005286,-11.747200,,-2.105330,,,0.001597,0.044364,,,0.029326,-0.046735,0.010810,0.507975,0.273046,0.902560,0.902560,-3.085741,0.025444,0.065040,,,-1.613319,,0.527301,-0.327297,3.878023
201509,1920.03,42.5104,90.6600,-0.024547,-0.026258,0.0407,0.0534,0.0253,0.0174,0.0133,0.0002,0.000000,0.022140,0.021555,0.047218,0.468899,0.335612,0.025100,0.012700,-0.004100,-0.001557,,-0.013638,0.004053,,,,,20.039719,0.005252,16.258700,,-1.937947,,,-0.002059,-0.084146,,,-0.017317,-0.069132,0.018753,0.498500,0.268800,0.889272,0.889272,-3.074448,0.029701,0.051354,,,-2.681880,,0.574625,-0.250400,4.037228
201510,2079.36,42.8029,89.2833,0.083449,0.082049,0.0395,0.0534,0.0259,-0.0053,0.0020,0.0002,0.000000,0.020585,0.022293,0.042938,0.479405,0.309414,0.025700,0.013900,0.007300,-0.000450,,-0.016833,0.001619,,,,,7.158831,0.002398,4.276000,,-2.021851,,,-0.007646,0.034177,,,0.067573,-0.016575,0.026182,0.459558,0.274965,0.964568,0.964568,-3.168489,0.025057,0.021456,,,-1.628523,,0.553007,-0.112705,4.140420
201511,2080.41,43.0954,87.9067,0.003373,0.000817,0.0406,0.0546,0.0265,-0.0065,0.0020,0.0012,0.000000,0.020715,0.020725,0.042254,0.490240,0.308429,0.025300,0.014000,0.008500,-0.002111,,-0.018438,0.001119,,,,,11.424622,0.002428,14.191500,,-1.870848,,,-0.015692,-0.132403,,,0.003307,-0.037507,-0.000944,0.489389,0.289342,0.967646,0.967646,-3.186393,0.028290,0.024242,,,-0.287204,,0.433102,-0.148444,3.744861
201512,2043.94,43.3879,86.5300,-0.015247,-0.017076,0.0397,0.0546,0.0268,-0.0022,0.0000,0.0023,0.000100,0.021228,0.020855,0.042335,0.501420,0.313649,0.024500,0.014900,0.002200,-0.003417,,-0.022252,0.002838,,,,,14.181724,0.003797,9.122900,,-1.937802,,,-0.021458,-0.081623,,,-0.043343,-0.032423,-0.004419,0.485961,0.293827,0.951543,0.951543,-3.184296,0.026881,0.029006,,,-0.503882,,0.386386,-0.200766,3.798513
201601,1940.24,43.5506,86.5000,-0.049100,-0.050250,0.0400,0.0545,0.0236,0.0476,0.0067,0.0026,0.000100,0.022446,0.021307,0.044582,0.503475,0.331911,0.021000,0.014500,-0.040900,0.001653,,-0.020944,0.004301,,,,,8.901879,0.004124,-15.816000,,-2.243231,,,-0.017325,-0.093455,,,-0.085086,0.002451,0.101842,0.462729,0.294499,0.899189,0.899189,-3.131107,0.040029,0.036324,,,-2.681880,,0.474145,-0.140648,3.780883
201602,1932.23,43.7133,86.4700,-0.001742,-0.004457,0.0396,0.0534,0.0217,0.0294,0.0232,0.0031,0.000200,0.022623,0.022530,0.044751,0.505531,0.330902,0.018600,0.013800,-0.006200,0.000823,,-0.024716,0.002602,,,,,15.834206,0.003768,2.014800,,-2.068559,,,-0.023349,-0.027332,,,-0.056437,-0.047803,-0.042955,0.449494,0.303195,0.901930,0.901930,-3.124276,0.028855,0.038897,,,-2.681880,,0.455902,-0.004480,3.921678
201603,2059.74,43.8759,86.4400,0.067340,0.065146,0.0382,0.0513,0.0218,-0.0003,0.0423,0.0029,0.000200,0.021302,0.022707,0.041966,0.507588,0.327955,0.018900,0.013100,0.042600,0.004306,,-0.023710,0.001274,,,,,6.438787,0.002764,5.078000,,-1.945021,,,-0.031878,0.128283,,,0.119334,-0.028445,0.061287,0.492775,0.314364,0.965745,0.965745,-3.189608,0.028623,0.017335,,,-2.134921,,0.401842,-0.105242,4.636166
201604,2065.30,44.0706,86.6000,0.003747,0.002576,0.0362,0.0479,0.0223,-0.0053,0.0146,0.0023,0.000100,0.021339,0.021396,0.041931,0.508898,0.326321,0.020000,0.011700,0.019900,0.004741,,-0.024210,0.000818,,,,,8.936513,0.002675,12.640200,,-1.794063,,,-0.029500,0.244721,,,-0.050693,0.012049,-0.072997,0.475380,0.285443,0.970580,0.970580,-3.189669,0.030138,0.023247,,,-0.790641,,0.290152,-0.157404,4.479176
201605,2096.95,44.2652,86.7600,0.018487,0.015886,0.0365,0.0468,0.0219,0.0082,0.0016,0.0027,0.000100,0.021109,0.021433,0.041374,0.510203,0.326072,0.019200,0.010300,-0.006600,0.004046,,-0.027048,0.000996,,,,,7.470032,0.002190,8.761800,,-1.817386,,,-0.032574,0.067856,,,0.054740,-0.011422,0.017714,0.495023,0.301717,0.980331,0.971321,-3.203032,0.021818,0.016611,,,0.818880,,0.274494,-0.261439,4.648514
201606,2098.86,44.4599,86.9200,0.002675,0.001002,0.0350,0.0453,0.0179,0.0590,0.0377,0.0027,0.000200,0.021183,0.021202,0.041413,0.511503,0.323475,0.015200,0.010300,-0.021300,0.003284,,-0.028679,0.002864,,,,,-0.690834,0.003244,0.034800,,-1.894726,,,-0.028543,-0.016904,,,0.009516,-0.081458,-0.038374,0.495874,0.321126,0.989500,0.979118,-3.200428,0.028279,0.021687,,,1.055849,,0.361306,-0.350597,4.654141
201607,2173.60,44.6485,87.6433,0.036571,0.035324,0.0328,0.0422,0.0175,0.0081,0.0245,0.0030,0.000200,0.020541,0.021273,0.040322,0.509434,0.314661,0.014500,0.009400,0.016400,-0.001618,,-0.032019,0.000478,,,,,3.462905,0.001965,6.653200,,-1.642946,,,-0.028196,-0.139424,,,0.000482,-0.041217,0.039722,0.508293,0.327921,0.991246,0.991246,-3.225753,0.024429,0.012708,,,1.055849,,0.374276,-0.333808,4.718733
201608,2170.95,44.8371,88.3667,0.001247,-0.001396,0.0332,0.0424,0.0186,-0.0140,0.0016,0.0030,0.000200,0.020653,0.020628,0.040704,0.507398,0.315197,0.015600,0.009200,0.015600,0.000918,,-0.030786,0.000279,,,,,6.596770,0.002656,11.299200,,-1.619416,,,-0.030033,0.075590,,,-0.021642,-0.031225,0.007279,0.496705,0.317272,0.987381,0.987381,-3.216905,0.028066,0.015095,,,1.055849,,0.345233,-0.439626,4.189495
201609,2168.27,45.0257,89.0900,0.000446,-0.001033,0.0341,0.0431,0.0196,-0.0124,-0.0119,0.0029,0.000200,0.020766,0.020740,0.041088,0.505396,0.316794,0.016700,0.009000,0.000500,0.002404,,-0.032607,0.001673,,,,,4.759753,0.002436,5.603600,,-1.871907,,,-0.031716,0.076768,,,-0.086789,-0.041329,-0.066793,0.478665,0.284667,0.982405,0.982405,-3.208206,0.033782,0.016355,,,1.055849,,0.312957,-0.391791,4.327451
201610,2126.15,45.2507,90.9100,-0.017944,-0.019193,0.0351,0.0438,0.0220,-0.0314,-0.0263,0.0033,0.000200,0.021283,0.020869,0.042758,0.497752,0.319688,0.018700,0.008700,0.005100,0.001247,,-0.029038,0.000364,,,,,13.648062,0.002660,17.132400,,-1.408701,,,-0.031814,-0.026606,,,-0.147459,0.039878,-0.000880,0.488675,0.313809,0.973512,0.973512,-3.169645,0.037238,0.030227,,,0.278560,,0.291001,-0.421682,4.605226
201611,2198.81,45.4756,92.7300,0.035812,0.033029,0.0386,0.0471,0.0267,-0.0599,-0.0510,0.0045,0.000100,0.020682,0.021389,0.042173,0.490409,0.303286,0.022200,0.008500,0.008900,-0.001555,,-0.027456,0.000946,,,,,5.971515,0.002493,6.386400,,-1.257746,,,-0.036453,0.055093,,,-0.074766,-0.040897,0.068841,0.470743,0.279591,0.998509,0.998509,-3.187154,0.051275,0.017357,,,0.521671,,0.260017,-0.412455,4.399969
201612,2238.83,45.7006,94.5500,0.019204,0.017577,0.0406,0.0483,0.0272,-0.0057,0.0059,0.0051,0.000300,0.020413,0.020784,0.042232,0.483349,0.293479,0.022100,0.007700,0.011600,0.000327,,-0.025108,0.000524,,,,,7.837351,0.002486,12.538600,,-1.268578,,,-0.030182,0.087836,,,-0.068615,-0.035816,0.011258,0.479801,0.288339,0.989386,0.989386,-3.189175,0.027597,0.017627,,,0.792587,,0.173441,-0.610563,4.425706
201701,2278.87,45.9279,96.4633,0.019384,0.018311,0.0392,0.0466,0.0278,0.0043,-0.0021,0.0051,0.000400,0.020154,0.020514,0.042329,0.476117,0.291980,0.022700,0.007400,-0.006400,0.005828,,-0.022662,0.000336,,,,,4.166114,0.002007,7.465100,,-1.374837,,,-0.033235,-0.018605,,,-0.070871,-0.035756,-0.003418,0.492107,0.293380,0.988218,0.988218,-3.186282,0.026432,0.014271,,,1.055849,,0.171795,-0.747466,4.061637
201702,2363.64,46.1552,98.3767,0.039459,0.037052,0.0395,0.0464,0.0270,0.0137,0.0212,0.0052,0.000400,0.019527,0.020254,0.041621,0.469168,0.278678,0.021800,0.006900,0.007500,0.003146,,-0.018713,0.000224,,,,,6.290055,0.002494,10.936600,,-1.148415,,,-0.037867,0.023697,,,-0.128838,-0.020816,0.030744,0.484426,0.300651,0.998791,0.998791,-3.203066,0.026784,0.015176,,,1.055849,,0.140286,-0.714090,4.263605
201703,2362.72,46.3824,100.2900,0.001665,0.000055,0.0401,0.0468,0.0274,-0.0040,-0.0062,0.0074,0.000300,0.019631,0.019623,0.042447,0.462483,0.281599,0.020000,0.006700,-0.002200,0.000813,,-0.016199,0.000575,,,,,4.779870,0.002169,7.196500,,-1.276306,,,-0.032426,-0.064074,,,-0.160601,-0.022060,0.034730,0.475015,0.313030,0.978578,0.978578,-3.184000,0.024411,0.011199,,,1.055849,,0.153534,-0.656899,4.156912
201704,2384.20,46.6613,101.5333,0.010591,0.009439,0.0387,0.0457,0.0265,0.0145,0.0176,0.0080,0.000500,0.019571,0.019749,0.042586,0.459566,0.277870,0.018500,0.007000,0.003100,0.002966,,-0.015575,0.000391,,,,,2.495290,0.001980,4.493000,,-1.240958,,,-0.023226,-0.024337,,,-0.132446,-0.011121,0.033478,0.480211,0.328310,0.991710,0.991710,-3.178971,0.024962,0.010566,,,1.055849,,0.189949,-0.592394,3.939474
201705,2411.80,46.9402,102.7767,0.014552,0.011920,0.0385,0.0455,0.0256,0.0158,0.0226,0.0089,0.000600,0.019463,0.019688,0.042614,0.456720,0.276969,0.016700,0.007000,0.006800,0.000855,,-0.010186,0.000503,,,,,2.159685,0.002327,5.703100,,-1.140264,,,-0.023128,-0.020685,,,-0.134085,-0.041274,-0.084896,0.468370,0.343417,0.994937,0.994937,-3.178310,0.030673,0.010453,,,1.055849,,0.230138,-0.647242,4.324871
201706,2423.41,47.2190,104.0200,0.005798,0.004364,0.0368,0.0437,0.0258,-0.0010,0.0108,0.0098,0.000600,0.019485,0.019578,0.042923,0.453942,0.272545,0.016000,0.006900,0.011800,0.000907,,-0.009785,0.000448,,,,,2.146314,0.002158,5.995500,,-1.253400,,,-0.021804,-0.047008,,,-0.060912,0.031247,-0.024979,0.456470,0.266365,0.991669,0.991669,-3.170011,0.032485,0.011088,,,1.055849,,0.194868,-0.559923,4.270674
201707,2470.30,47.5370,105.0400,0.020696,0.019162,0.0370,0.0439,0.0262,-0.0027,0.0060,0.0107,0.000700,0.019243,0.019616,0.042521,0.452561,0.265804,0.015500,0.006900,0.008700,-0.000690,,-0.013165,0.000259,,,,,1.919632,0.002011,5.856800,,-1.179108,,,-0.025061,0.091047,,,-0.027269,-0.049489,-0.035585,0.480793,0.261450,1.000000,1.000000,-3.180689,0.019690,0.010037,,,1.055849,,0.159057,-0.484882,4.070486
201708,2471.65,47.8551,106.0600,0.002238,-0.000324,0.0363,0.0431,0.0242,0.0289,0.0153,0.0101,0.000900,0.019362,0.019372,0.042911,0.451208,0.265114,0.014100,0.006800,-0.013600,0.002994,,-0.012214,0.000753,,,,,2.410077,0.002780,4.563800,,-1.154017,,,-0.030363,-0.058753,,,0.028664,-0.041067,-0.005172,0.470533,0.286707,0.992300,0.992300,-3.170496,0.026644,0.010494,,,1.055849,,0.190664,-0.596721,4.074265
201709,2519.36,48.1731,107.0800,0.020050,0.018742,0.0363,0.0430,0.0259,-0.0205,-0.0037,0.0103,0.000900,0.019121,0.019490,0.042503,0.449880,0.259706,0.015600,0.006700,0.016800,0.005295,,-0.011086,0.000257,,,,,1.147026,0.002022,4.917100,,-1.206038,,,-0.029951,0.093314,,,0.007413,-0.017723,-0.013532,0.480269,0.254504,0.999665,0.999665,-3.179945,0.033541,0.008223,,,1.055849,,0.171820,-0.589731,4.208498
201710,2575.26,48.4261,108.0133,0.024132,0.023006,0.0360,0.0432,0.0261,-0.0013,0.0076,0.0107,0.000900,0.018804,0.019222,0.041943,0.448334,0.248906,0.015400,0.007200,0.008900,-0.000632,,-0.012379,0.000218,,,,,1.916956,0.002029,6.589400,,-1.105141,,,-0.018331,0.052061,,,0.039526,-0.022417,0.045658,0.483657,0.256947,0.997248,0.997248,-3.194777,0.025151,0.010134,,,1.055849,,0.154360,-0.537265,4.417264
201711,2584.84,48.6790,108.9467,0.031389,0.028860,0.0357,0.0427,0.0260,0.0036,0.0020,0.0123,0.000800,0.018833,0.018903,0.042148,0.446815,0.239727,0.013700,0.007000,-0.001600,0.000024,,-0.012193,0.000355,,,,,2.863030,0.002560,6.972200,,-1.253511,,,-0.016502,0.055923,,,-0.001772,-0.030556,0.047687,0.509895,0.267502,1.000000,1.000000,-3.189789,0.020671,0.012087,,,1.055849,,0.096601,-0.536520,4.400073
201712,2673.61,48.9320,109.8800,0.011149,0.009850,0.0351,0.0422,0.0254,0.0102,0.0256,0.0132,0.000900,0.018302,0.018930,0.041098,0.445322,0.235393,0.012200,0.007100,0.015400,-0.000588,,-0.019880,0.000244,,,,,3.436215,0.002253,6.107300,,-1.250014,,,-0.014894,0.053310,,,0.057765,0.016377,-0.007635,0.511356,0.233713,0.995237,0.995237,-3.215513,0.023770,0.010176,,,1.055849,,0.097611,-0.632293,4.113863
201801,2823.81,49.2890,111.7333,0.058060,0.057018,0.0355,0.0426,0.0284,-0.0315,-0.0243,0.0141,0.001100,0.017455,0.018435,0.039568,0.441131,0.222519,0.014300,0.007100,0.007200,0.005448,,-0.019044,0.000774,,,,,5.713683,0.002821,10.032900,,-1.344920,,,-0.015648,0.072114,,,0.188111,-0.046939,-0.040837,0.476519,0.239365,0.982443,0.982443,-3.255200,0.027723,0.018437,,,1.055849,,0.145238,-0.414318,4.549021
201802,2713.83,49.6460,113.5867,-0.037661,-0.039702,0.0382,0.0451,0.0301,-0.0224,-0.0313,0.0157,0.001100,0.018294,0.017581,0.041855,0.437076,0.232478,0.014400,0.006900,-0.008900,0.004535,,-0.018321,0.005362,,,,,13.567319,0.005387,-5.901800,,-1.591490,,,-0.013950,-0.052299,,,0.223893,-0.017594,-0.141799,0.429352,0.250396,0.940357,0.940357,-3.201749,0.019993,0.034366,,,1.055849,,0.437422,-0.360010,4.543640
