yyyyq,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
19713,98.34,3.0900,5.4300,-0.005543,-0.013226,0.0744,0.0859,0.0598,0.0717,0.0420,0.0469,0.011875,0.031422,0.031203,0.055217,0.569061,0.646085,0.012900,0.011500,-0.029643,0.004926,,0.027934,0.003494,-0.044698,0.035452,0.001167,0.020822,,,,0.031172,-1.740950,,,0.011391,0.000000,,,-0.152046,0.026645,0.050723,0.354318,0.230938,0.933079,0.891514,-2.956081,0.023744,,,,0.232211,,0.249676,,
19714,102.09,3.0700,5.7000,0.047251,0.038725,0.0725,0.0838,0.0597,0.0164,0.0542,0.0401,0.011725,0.030072,0.032663,0.055833,0.538596,0.643900,0.019600,0.011300,0.037803,0.007353,,0.034023,0.003711,-0.042817,0.035802,0.002254,0.005744,,,,0.030930,-1.880437,,,0.025952,0.000000,,,-0.264850,0.009137,0.047580,0.353608,0.254469,0.936245,0.894539,-2.942997,0.029720,,,,-1.367532,,0.243663,,
19721,107.20,3.0700,5.8100,0.057566,0.050083,0.0724,0.0824,0.0613,-0.0058,0.0098,0.0373,0.010025,0.028638,0.028807,0.054198,0.528399,0.645902,0.024000,0.010000,0.015558,0.007299,,0.031723,0.001324,-0.050984,0.036548,0.002240,0.012755,,,,0.030676,-1.814915,,,0.058073,0.000000,,,-0.246568,0.014181,0.028319,0.341177,0.231008,0.989357,0.945285,-2.974045,0.026232,,,,1.055849,,0.121596,,
19722,107.14,3.0700,5.9700,0.006903,-0.000339,0.0723,0.0820,0.0607,0.0231,0.0129,0.0391,0.009325,0.028654,0.028029,0.055721,0.514238,0.654015,0.021600,0.009700,-0.010157,0.007246,,0.034199,0.001518,-0.046718,0.036721,0.001541,0.024193,,,,0.030133,-1.676573,,,0.062132,0.000000,,,-0.435214,0.034120,0.068121,0.353056,0.239723,0.956530,0.933558,-2.946696,0.026873,,,,1.055849,,0.154162,,
19723,110.55,3.0800,6.1400,0.039381,0.032166,0.0722,0.0809,0.0606,0.0161,0.0134,0.0466,0.009775,0.027861,0.027725,0.055540,0.501629,0.637385,0.014000,0.008700,-0.002705,0.009592,,0.032870,0.001656,-0.042249,0.036828,0.000884,0.034591,,,,0.029473,-1.625335,,,0.074033,0.000000,,,-0.526829,0.065389,0.092551,0.377122,0.260750,0.979209,0.957916,-2.954087,0.019181,,,,1.055849,,0.147253,,
19724,118.05,3.1500,6.4200,0.076228,0.068423,0.0708,0.0793,0.0599,0.0226,0.0348,0.0507,0.011650,0.026684,0.026999,0.054384,0.490654,0.595675,0.009200,0.008500,0.012274,0.009501,,0.034203,0.001864,-0.055503,0.038140,0.000311,0.048859,,,,0.030319,-1.764452,,,0.101301,0.000000,,,-0.705151,0.055676,0.055151,0.373471,0.276458,0.984319,0.984319,-2.973350,0.024382,,,,1.055849,,0.170034,,
19731,111.52,3.1700,6.8000,-0.051042,-0.057556,0.0729,0.0803,0.0686,-0.0228,0.0014,0.0609,0.012675,0.028425,0.028385,0.060976,0.466176,0.676018,0.007700,0.007400,0.024171,0.018824,,0.036706,0.003338,-0.056041,0.039224,-0.000696,0.049441,,,,0.030912,-1.695457,,,0.114786,0.014245,,,-0.757641,0.100356,0.020257,0.405034,0.294768,0.904260,0.904260,-2.862226,0.029082,,,,-1.082106,,0.239308,0.611779,
19732,104.26,3.2200,7.2300,-0.058356,-0.065589,0.0737,0.0813,0.0710,-0.0080,-0.0034,0.0719,0.015225,0.030884,0.030681,0.069346,0.445367,0.720974,-0.000900,0.007600,0.004600,0.020785,,0.039013,0.006760,-0.056457,0.040112,0.000744,0.043229,,,,0.030033,-1.646309,,,0.112844,0.095491,,,-0.895148,0.071773,0.017210,0.407038,0.211409,0.847875,0.847875,-2.735372,0.025229,,,,-2.681880,,0.362191,0.474528,
19733,108.43,3.2700,7.6900,0.048837,0.040828,0.0763,0.0863,0.0703,0.0257,0.0214,0.0829,0.017975,0.030158,0.031367,0.070921,0.425228,0.678809,-0.012600,0.010000,-0.004302,0.022624,,0.034361,0.003898,-0.052650,0.040124,-0.000055,0.040732,,,,0.029401,-1.702888,,,0.114699,0.002433,,,-0.976914,0.065234,0.028035,0.385163,0.206439,0.900542,0.900542,-2.714683,0.027298,,,,-2.681880,,0.214100,0.052781,
19734,97.55,3.3800,8.1600,-0.090892,-0.099788,0.0768,0.0848,0.0726,-0.0054,-0.0078,0.0745,0.020725,0.034649,0.035223,0.083649,0.414216,0.755588,-0.001900,0.008000,-0.002345,0.022124,,0.013007,0.011073,-0.058579,0.039822,-0.000640,0.037348,,,,0.029541,-1.840290,,,0.116127,0.190252,,,-0.683934,0.062420,0.031615,0.394318,0.192437,0.809033,0.809033,-2.546347,0.048142,,,,-2.681880,,0.336725,-0.190505,
19741,93.98,3.4400,8.3600,-0.027828,-0.036252,0.0801,0.0862,0.0783,-0.0396,-0.0350,0.0796,0.018625,0.036604,0.035751,0.088955,0.411483,0.815184,-0.001300,0.006100,0.004599,0.034632,,0.010400,0.006981,-0.055809,0.039201,-0.001167,0.010487,,,,0.030001,-1.592112,,,0.098062,-0.002381,,,-0.472628,0.074355,-0.018352,0.406680,0.164768,0.857780,0.805058,-2.489243,0.024239,,,,-2.681880,,0.294753,-0.492571,
19742,86.00,3.5000,8.7400,-0.075534,-0.084728,0.0847,0.0927,0.0812,-0.0089,-0.0518,0.0790,0.019900,0.040698,0.040101,0.101628,0.400458,0.860159,0.002200,0.008000,-0.042904,0.025105,,0.008028,0.006128,-0.051867,0.038585,-0.001692,-0.001593,,,,0.030751,-1.545857,,,0.092919,0.017323,,,-0.533069,0.079261,0.023049,0.408459,0.099959,0.812929,0.762965,-2.359130,0.022198,,,,-2.681880,,0.333689,-0.682297,
19743,63.54,3.5900,9.1100,-0.252154,-0.261495,0.0924,0.1018,0.0837,-0.0020,-0.0308,0.0806,0.019750,0.056500,0.049757,0.143374,0.394072,1.135440,0.003100,0.009400,-0.028782,0.032653,,0.005137,0.017520,-0.050157,0.037680,-0.001700,-0.009818,,,,0.029613,-1.639278,,,0.076222,-0.025000,,,-0.307001,0.055407,0.034641,0.411141,0.108270,0.615839,0.577988,-2.019628,0.035045,,,,-2.681880,,0.408307,-0.893002,
19744,68.56,3.6000,8.8900,0.094655,0.079750,0.0889,0.1063,0.0760,0.0983,0.0930,0.0715,0.020150,0.052509,0.051451,0.129667,0.404949,1.120018,0.004500,0.017400,-0.005332,0.025692,,0.008772,0.017413,-0.043005,0.036230,-0.000830,-0.009652,,,,0.028993,-1.433898,,,-0.005204,0.010682,,,-0.139426,-0.054358,0.056136,0.443311,0.195665,0.691115,0.585947,-2.114452,0.034614,,,,-2.681880,,0.394295,-1.215978,
19751,83.36,3.6700,8.4500,0.228211,0.214726,0.0867,0.1048,0.0824,0.0082,0.0476,0.0549,0.017875,0.044026,0.044981,0.101368,0.434320,0.972466,0.027500,0.018100,0.039349,0.015414,,0.020467,0.008599,-0.031005,0.033784,-0.000704,-0.009227,,,,0.030007,-1.645792,,,-0.061459,0.007276,,,-0.144036,-0.078512,0.002950,0.401880,0.172647,0.883012,0.730389,-2.363460,0.038013,,,,0.549450,,0.269813,-1.237779,
19752,95.19,3.7100,7.9600,0.154135,0.142725,0.0877,0.1062,0.0813,0.0319,0.0359,0.0534,0.013725,0.038975,0.040702,0.083622,0.466080,0.849839,0.027900,0.018500,0.004017,0.017078,,0.022962,0.005474,-0.030532,0.032685,-0.000805,-0.003495,,,,0.028288,-1.597787,,,-0.064287,0.000802,,,-0.367871,-0.063060,0.061524,0.403324,0.002283,1.000000,0.835780,-2.557110,0.026594,,,,1.055849,,0.247059,-1.140757,
19753,83.87,3.7100,7.7600,-0.109806,-0.119036,0.0895,0.1061,0.0862,-0.0251,-0.0328,0.0642,0.013350,0.044235,0.042703,0.092524,0.478093,0.940948,0.022000,0.016600,-0.007700,0.018657,,0.027918,0.005892,-0.032336,0.032781,-0.001492,-0.002278,,,,0.029358,-1.467370,,,-0.039352,0.006395,,,-0.181539,-0.022406,-0.016113,0.428938,-0.013320,0.900285,0.754854,-2.461220,0.017894,,,,0.261054,,0.313485,-0.977875,
19754,90.19,3.6800,7.9600,0.085394,0.074249,0.0879,0.1056,0.0805,0.0765,0.0922,0.0544,0.016050,0.040803,0.040333,0.088258,0.462312,0.876339,0.026100,0.017700,0.015758,0.016484,,0.023711,0.004298,-0.032283,0.032916,-0.000465,-0.003191,,,,0.030732,-1.449344,,,-0.028238,-0.008895,,,-0.650415,-0.025556,-0.029728,0.465577,0.010576,0.966659,0.810507,-2.504451,0.019802,,,,0.810466,,0.299889,-0.953539,
19761,102.77,3.6900,8.6600,0.150046,0.139583,0.0852,0.1012,0.0792,0.0321,0.0421,0.0500,0.013600,0.035905,0.037007,0.084266,0.426097,0.784031,0.029200,0.016000,0.010023,0.007207,,0.015072,0.004465,-0.034796,0.033357,-0.000439,-0.000073,,,,0.031576,-1.632573,,,-0.011030,0.001509,,,-0.772029,0.024467,0.042411,0.418399,-0.034433,0.990329,0.950319,-2.548237,0.027132,,,,1.055849,,0.264634,-0.900678,
19762,104.28,3.7600,9.2500,0.025535,0.015516,0.0862,0.0989,0.0807,0.0065,0.0030,0.0541,0.012500,0.036057,0.037532,0.088703,0.406486,0.781428,0.026600,0.012700,-0.003441,0.016100,,0.018925,0.002915,-0.032764,0.033520,-0.001278,0.009493,,,,0.029747,-1.497507,,,-0.008721,0.011346,,,-0.629192,0.009430,0.079224,0.454036,0.113631,0.991850,0.953485,-2.498120,0.026110,,,,-0.012711,,0.257172,-0.530275,
19763,105.24,3.8500,9.5500,0.018669,0.008971,0.0838,0.0940,0.0781,0.0440,0.0557,0.0508,0.013525,0.036583,0.037411,0.090745,0.403141,0.791363,0.027300,0.010200,0.011699,0.014085,,0.023784,0.002122,-0.031760,0.033964,-0.001457,0.011585,,,,0.028770,-1.442536,,,-0.000987,-0.005228,,,-0.477331,0.014342,0.022293,0.467549,0.128535,0.975759,0.941514,-2.472860,0.018600,,,,-0.519085,,0.223340,-1.082131,
19764,107.46,4.0500,9.9100,0.031402,0.020149,0.0798,0.0912,0.0721,0.0767,0.0752,0.0435,0.012700,0.037688,0.039667,0.092220,0.408678,0.779973,0.028600,0.011400,-0.001496,0.010417,,0.028567,0.002964,-0.026654,0.034313,-0.001123,0.018404,,,,0.027995,-1.523552,,,0.016787,0.005979,,,-0.368241,0.034653,0.045598,0.470851,0.130250,0.990008,0.955263,-2.450017,0.024714,,,,-0.519085,,0.274367,-1.069581,
19771,98.42,4.1900,10.0800,-0.076211,-0.085915,0.0810,0.0912,0.0772,-0.0348,-0.0231,0.0460,0.010875,0.042573,0.041976,0.102418,0.415675,0.868430,0.031200,0.010200,0.011663,0.022337,,0.030338,0.001696,-0.022088,0.035235,-0.001732,0.022962,,,,0.028585,-1.416922,,,0.030212,0.000000,,,-0.387907,0.012498,-0.025070,0.463417,0.094615,0.905734,0.873947,-2.350639,0.023397,,,,-2.681880,,0.176773,-0.926154,
19772,100.48,4.3600,10.4200,0.032654,0.020574,0.0795,0.0891,0.0754,0.0364,0.0386,0.0502,0.011500,0.043392,0.045360,0.103702,0.418426,0.871112,0.025200,0.009600,0.002157,0.020168,,0.031941,0.002183,-0.030973,0.035842,-0.001594,0.018292,,,,0.029113,-1.431245,,,0.047530,0.000000,,,-0.384314,0.044502,0.041872,0.457790,0.014704,0.902945,0.871256,-2.336504,0.021007,,,,-2.681880,,0.248233,-0.930998,
19773,96.53,4.5000,10.7100,-0.028375,-0.039446,0.0792,0.0880,0.0764,0.0097,0.0109,0.0581,0.012550,0.046618,0.046502,0.110950,0.420168,0.942263,0.018300,0.008800,0.001140,0.011532,,0.032368,0.001640,-0.034320,0.036165,-0.001803,0.022034,,,,0.028644,-1.382219,,,0.046031,0.052003,,,-0.541827,0.044844,0.038054,0.452018,0.008817,0.843189,0.805467,-2.269507,0.019047,,,,-2.681880,,0.192444,-1.086440,
19774,95.10,4.6700,10.8900,-0.001243,-0.014527,0.0819,0.0899,0.0803,-0.0169,-0.0082,0.0607,0.014525,0.049106,0.049246,0.114511,0.428834,0.960333,0.019600,0.008000,0.008638,0.011401,,0.030474,0.002740,-0.035884,0.036854,-0.001834,0.018710,,,,0.028266,-1.456428,,,0.043377,0.000000,,,-0.538904,0.057818,0.016993,0.472115,-0.007508,0.831378,0.790311,-2.241171,0.018067,,,,-2.436497,,0.296780,-0.721702,
19781,89.21,4.8000,10.9200,-0.051036,-0.063726,0.0847,0.0922,0.0831,-0.0097,0.0003,0.0629,0.015175,0.053806,0.055147,0.122408,0.439560,1.111493,0.020200,0.007500,0.010026,0.020934,,0.027569,0.002201,-0.029786,0.036741,-0.001382,0.015310,,,,0.027906,-1.423713,,,0.045461,0.000000,,,-0.612210,0.074678,0.011904,0.447136,-0.071767,0.799105,0.720129,-2.177729,0.021918,,,,-2.436497,,0.243979,-0.608531,
19782,95.53,4.9100,11.2300,0.085603,0.071713,0.0876,0.0960,0.0865,-0.0125,-0.0108,0.0673,0.015725,0.051397,0.050494,0.117555,0.437222,1.027902,0.019200,0.008400,0.001653,0.028391,,0.016522,0.003854,-0.029068,0.039128,-0.001835,0.008679,,,,0.031012,-1.616685,,,0.068724,0.000000,,,-0.932723,0.063022,0.045439,0.431573,0.085171,0.886866,0.778692,-2.222063,0.022236,,,,0.549450,,0.291619,-0.490145,
19783,102.54,5.0200,11.5700,0.086891,0.073996,0.0869,0.0942,0.0860,0.0254,0.0311,0.0785,0.016825,0.048957,0.048601,0.112834,0.433881,0.972258,0.007500,0.007300,0.005661,0.019939,,0.012703,0.002800,-0.033429,0.039892,-0.002599,0.002683,,,,0.031847,-1.676222,,,0.066740,0.000000,,,-0.974410,0.080431,0.042212,0.431531,0.081274,0.953819,0.823258,-2.262680,0.019204,,,,1.055849,,0.228139,-0.626199,
19784,96.11,5.0700,12.3300,-0.049655,-0.063301,0.0916,0.0994,0.0898,-0.0145,-0.0206,0.0908,0.019625,0.052752,0.053537,0.128291,0.411192,1.045701,-0.001000,0.007800,-0.006118,0.018045,,0.014851,0.006947,-0.036043,0.040577,-0.001548,-0.009374,,,,0.032046,-1.619367,,,0.079438,0.019529,,,-0.876221,0.046895,0.020913,0.435192,0.120766,0.886829,0.765437,-2.139727,0.022562,,,,-0.322334,,0.399827,-0.784363,
19791,101.59,5.2000,13.3000,0.070921,0.056638,0.0937,0.1026,0.0902,0.0183,0.0160,0.0948,0.022700,0.051186,0.054009,0.130918,0.390977,1.033079,-0.004600,0.008900,-0.002290,0.031019,,0.011670,0.002616,-0.035785,0.040873,-0.001350,-0.008685,,,,0.029907,-1.539884,,,0.074383,0.045426,,,-0.712184,0.092019,0.048215,0.423754,0.077590,0.949809,0.819797,-2.120459,0.028497,,,,1.055849,,0.254238,-1.126808,
19792,102.91,5.3400,13.9800,0.027106,0.012736,0.0929,0.1038,0.0877,0.0462,0.0449,0.0906,0.023700,0.051890,0.053896,0.135847,0.381974,1.057864,-0.002900,0.010900,-0.001310,0.035817,,0.012069,0.002143,-0.026457,0.040196,-0.001328,-0.000984,,,,0.031264,-1.567713,,,0.063889,0.219791,,,-0.724575,0.056446,0.042533,0.443515,0.104975,0.927556,0.800590,-2.081579,0.027756,,,,1.055849,,0.222478,-0.967814,
19793,109.32,5.5100,14.6300,0.076183,0.062550,0.0944,0.1054,0.0927,-0.0240,-0.0204,0.1026,0.022650,0.050402,0.050402,0.133827,0.376623,1.013795,-0.009900,0.011000,0.003667,0.031812,,0.009404,0.002447,-0.030072,0.040764,-0.001420,0.002446,,,,0.032171,-1.639562,,,0.048129,0.054945,,,-0.800792,0.047644,0.048210,0.429044,0.112776,0.974662,0.835390,-2.100406,0.020519,,,,1.055849,,0.213903,-1.145972,
19794,107.94,5.6500,14.8600,0.001799,-0.012484,0.1074,0.1206,0.1012,-0.0502,-0.0788,0.1204,0.025650,0.052344,0.053222,0.137669,0.380215,1.061950,-0.019200,0.013200,-0.028601,0.028150,,0.010514,0.004617,-0.023810,0.040241,-0.000371,0.010932,,,,0.032206,-1.581634,,,0.046591,0.044805,,,-0.624675,0.028113,0.048698,0.431876,0.112631,0.934415,0.797509,-2.081752,0.030403,,,,1.055849,,0.315770,-0.887839,
19801,102.09,5.8000,15.2900,-0.039688,-0.052372,0.1296,0.1445,0.1239,-0.1451,-0.1321,0.1520,0.030100,0.056813,0.051029,0.149770,0.379333,1.093732,-0.028100,0.014900,0.013018,0.044329,,0.011877,0.008426,-0.019260,0.040069,-0.000485,0.022120,,,,0.032932,-1.874577,,,0.040596,0.050950,,,-0.305525,0.034523,0.123653,0.416010,0.106061,0.869346,0.747124,-2.018659,0.040308,,,,-0.005923,,0.270943,-0.842206,
19802,114.24,5.9400,14.9400,0.133013,0.117661,0.1058,0.1271,0.1006,0.2437,0.2423,0.0707,0.038000,0.051996,0.053398,0.130777,0.397590,0.990183,0.029900,0.021300,-0.001412,0.032459,,0.015304,0.005626,-0.021439,0.037649,0.000420,0.005832,,,,0.031538,-1.615298,,,-0.024655,0.000000,,,-0.178456,-0.010112,0.002838,0.430240,0.164770,0.960258,0.825254,-2.127567,0.019642,,,,1.055849,,0.267048,-1.008556,
19803,125.46,6.0700,14.6400,0.112813,0.099023,0.1202,0.1370,0.1185,-0.1126,-0.1072,0.1027,0.017675,0.048382,0.049600,0.116691,0.414617,0.921688,0.015800,0.016800,0.005454,0.015719,,0.023797,0.005728,-0.024749,0.037423,0.000765,0.005131,,,,0.030390,-1.847600,,,-0.019446,-0.039495,,,-0.143214,0.048738,0.015642,0.402405,0.180401,0.956750,0.886584,-2.257174,0.025336,,,,1.055849,,0.288265,-0.724039,
19804,135.76,6.1600,14.8200,0.095070,0.082333,0.1321,0.1514,0.1199,0.0181,0.0102,0.1549,0.025675,0.045374,0.043837,0.109163,0.415655,0.891503,-0.035000,0.019300,-0.007834,0.027381,,0.026817,0.007561,-0.019507,0.037736,0.001020,0.014795,,,,0.030073,-1.805088,,,0.008926,0.032791,,,-0.309365,0.046180,0.060887,0.407546,0.194111,0.963826,0.916602,-2.335712,0.028116,,,,1.055849,,0.283717,-0.355214,
19811,136.00,6.2800,14.5800,0.014378,0.002135,0.1333,0.1534,0.1248,-0.0182,-0.0097,0.1336,0.038725,0.046176,0.047840,0.107206,0.430727,0.924921,-0.008800,0.020100,0.008512,0.025492,,0.027940,0.005204,-0.021298,0.038019,0.000449,0.003748,,,,0.031069,-1.757784,,,-0.003808,0.000000,,,-0.740138,0.011287,0.095547,0.394055,0.176191,0.988820,0.954521,-2.356283,0.029614,,,,1.055849,,0.245594,-0.846749,
19812,131.21,6.3900,15.0100,-0.021945,-0.033988,0.1375,0.1580,0.1304,-0.0109,-0.0197,0.1473,0.033400,0.048701,0.048194,0.114397,0.425716,0.950475,-0.016900,0.020500,-0.008876,0.023729,,0.027893,0.002749,-0.016100,0.038294,-0.000057,-0.011088,,,,0.029123,-1.790162,,,-0.004437,-0.003077,,,-0.699450,0.004356,0.027972,0.416350,0.089791,0.953938,0.928858,-2.294451,0.035876,,,,-1.342723,,0.149944,-0.905662,
19813,116.18,6.5200,15.2700,-0.102563,-0.114592,0.1549,0.1692,0.1482,-0.0860,-0.0889,0.1470,0.036825,0.056120,0.053099,0.131434,0.426981,1.092379,0.001200,0.014300,-0.002930,0.028698,,0.021483,0.005689,-0.027404,0.038669,-0.000542,-0.015089,,,,0.028107,-1.748761,,,-0.011275,0.000000,,,-0.592711,0.004220,0.063215,0.438426,0.095387,0.830018,0.808196,-2.171791,0.030482,,,,-2.681880,,0.285652,-1.274756,
19814,122.55,6.6300,15.3600,0.068509,0.054047,0.1423,0.1655,0.1334,0.1475,0.1166,0.1085,0.036750,0.054100,0.052473,0.125337,0.431641,1.061143,0.024900,0.023200,-0.030844,0.008584,,0.011910,0.004488,-0.021474,0.039035,-0.001279,-0.020630,,,,0.028653,-1.560065,,,-0.048836,0.000000,,,-0.786369,-0.042076,0.038292,0.460281,0.148403,0.854450,0.831986,-2.205321,0.019431,,,,-2.681880,,0.226509,-0.805763,3.864074
19821,111.96,6.7200,14.8100,-0.071395,-0.085130,0.1458,0.1682,0.1387,0.0465,0.0490,0.1268,0.027125,0.060021,0.059411,0.132279,0.453747,1.185751,0.011900,0.022400,0.002533,0.005319,,0.005548,0.006235,-0.016517,0.037692,-0.001889,-0.032944,,,,0.027665,-1.582304,,,-0.063295,-0.031864,,,-0.526393,0.013740,0.006979,0.462079,0.117053,0.803447,0.782324,-2.152638,0.023995,,,,-2.681880,,0.248799,-0.934097,2.864128
19822,109.61,6.8100,14.1700,-0.005131,-0.020275,0.1481,0.1692,0.1412,0.0176,0.0096,0.1247,0.031700,0.062129,0.060869,0.129277,0.480593,1.201581,0.016500,0.021100,-0.008055,0.026455,,0.001213,0.003592,-0.015337,0.036059,-0.002178,-0.038256,,,,0.027626,-1.522959,,,-0.088945,0.000000,,,-0.277620,-0.044384,0.030093,0.478126,0.153758,0.846475,0.772017,-2.179458,0.022588,,,,-2.681880,,0.234307,-0.529646,3.663178
19823,120.42,6.8500,13.5600,0.116224,0.100443,0.1294,0.1563,0.1183,0.2021,0.2134,0.0792,0.031175,0.056884,0.057317,0.112606,0.505162,1.088536,0.039100,0.026900,0.011303,0.009278,,0.000551,0.009506,-0.009568,0.034639,-0.001863,-0.040866,,,,0.027463,-1.678611,,,-0.111165,0.010938,,,-0.283417,-0.019400,0.017409,0.446217,0.161534,0.958771,0.852192,-2.300221,0.025603,,,,-0.282756,,0.349553,-0.570109,3.513639
19824,140.64,6.8700,12.6400,0.184437,0.169887,0.1183,0.1414,0.1095,0.0964,0.1094,0.0794,0.019800,0.048848,0.049589,0.089875,0.543513,0.932215,0.030100,0.023100,0.013020,-0.003064,,0.002990,0.014108,0.002718,0.033717,-0.001346,-0.039863,,,,0.027946,-1.785011,,,-0.138160,-0.023591,,,-0.194831,0.046162,0.043448,0.444629,0.148403,0.977572,0.977572,-2.509544,0.022767,,,,1.055849,,0.377596,-0.216197,3.815896
19831,152.96,6.9100,12.4200,0.099601,0.086636,0.1173,0.1361,0.1083,0.0072,0.0404,0.0835,0.019850,0.045175,0.046670,0.081198,0.556361,0.780068,0.024800,0.018800,0.033213,0.003074,,0.005994,0.006764,0.010484,0.032925,-0.001215,-0.036144,,,,0.027827,-1.761516,,,-0.124697,-0.005042,,,-0.184162,0.008557,0.063458,0.450532,0.124526,0.986151,0.986151,-2.610804,0.025206,,,,1.055849,,0.262067,-0.463183,4.877500
19832,168.11,6.9400,12.5900,0.109145,0.097450,0.1174,0.1337,0.1119,-0.0011,0.0159,0.0879,0.020875,0.041282,0.042737,0.074891,0.551231,0.721382,0.024000,0.016300,0.017000,0.016343,,0.015827,0.003908,0.014024,0.033121,-0.000828,-0.019615,,,,0.027724,-1.855997,,,-0.106922,0.034653,,,-0.136022,0.041272,0.063501,0.422536,0.113613,0.978899,0.978899,-2.694723,0.031340,,,,1.055849,,0.202723,-0.359974,4.527606
19833,166.07,7.0000,13.3000,-0.001988,-0.012556,0.1237,0.1355,0.1157,0.0014,-0.0030,0.0900,0.021975,0.042151,0.042579,0.080087,0.526316,0.714848,0.025700,0.011800,-0.004469,0.012060,,0.023178,0.004719,0.026481,0.034237,-0.001828,-0.013010,,,,0.028669,-1.745035,,,-0.072946,-0.037915,,,0.111690,0.039947,0.030128,0.455385,0.139366,0.978077,0.978077,-2.634844,0.029593,,,,1.055849,,0.250040,-0.507923,4.358528
19834,164.93,7.0900,14.0300,0.004616,-0.006307,0.1257,0.1375,0.1197,-0.0011,0.0083,0.0900,0.022500,0.042988,0.042608,0.085066,0.505346,0.700359,0.029700,0.011800,0.009396,0.005958,,0.027057,0.002480,0.019070,0.035974,-0.001694,-0.018320,,,,0.028630,-1.687541,,,-0.062752,0.001013,,,0.124495,0.022040,0.036006,0.475948,0.168482,0.977812,0.977812,-2.576133,0.019484,,,,0.810466,,0.155246,-0.374446,3.514482
19841,159.18,7.1800,15.2600,-0.021158,-0.031841,0.1257,0.1399,0.1253,-0.0095,-0.0144,0.0952,0.022500,0.045106,0.045715,0.095866,0.470511,0.762475,0.030100,0.014200,-0.004853,0.012833,,0.024105,0.004169,0.011184,0.036716,-0.002008,-0.029141,,,,0.029521,-1.647717,,,-0.040728,0.005879,,,0.238422,0.096053,0.019229,0.463612,0.141272,0.904980,0.904980,-2.460982,0.021586,,,,-2.444911,,0.230255,-0.745756,3.195393
19842,153.18,7.3100,16.2000,-0.024845,-0.036939,0.1355,0.1505,0.1374,-0.0475,-0.0364,0.0987,0.023800,0.047722,0.048555,0.105758,0.451235,0.784352,0.038700,0.015000,0.011035,0.010721,,0.001304,0.003644,0.011213,0.037982,-0.001879,-0.030664,,,,0.030221,-1.606385,,,-0.032674,-0.035656,,,0.235466,-0.003708,0.076865,0.478808,0.156672,0.879739,0.879739,-2.373764,0.027569,,,,-2.175506,,0.228598,-0.745369,3.114440
19843,166.10,7.3800,16.5600,0.097055,0.084875,0.1266,0.1435,0.1235,0.1353,0.1254,0.1037,0.024675,0.044431,0.044276,0.099699,0.445652,0.736051,0.019800,0.016900,-0.009927,0.012536,,-0.009493,0.004936,0.011744,0.038646,-0.001408,-0.024204,,,,0.030837,-1.583777,,,-0.038372,0.011945,,,0.256881,-0.000350,0.020438,0.482288,0.181281,0.937469,0.937469,-2.423561,0.027592,,,,0.530255,,0.258026,-0.577213,3.075636
19844,167.24,7.5300,16.6400,0.018846,0.006784,0.1213,0.1340,0.1170,0.0783,0.0934,0.0806,0.025925,0.045025,0.046033,0.099498,0.452524,0.733098,0.036400,0.012700,0.015146,0.002857,,-0.027197,0.003502,0.010282,0.039023,-0.001128,-0.017291,,,,0.031679,-1.507392,,,-0.041763,-0.032967,,,0.435779,-0.014369,0.098398,0.504387,0.174046,0.941654,0.941245,-2.416475,0.017086,,,,-0.519085,,0.254675,-0.085980,3.028387
19851,180.66,7.6600,16.3900,0.091428,0.079972,0.1256,0.1369,0.1181,0.0156,0.0118,0.0852,0.020150,0.042400,0.042276,0.090723,0.467358,0.723646,0.032900,0.011300,-0.003774,0.010446,,-0.024816,0.003183,0.022338,0.038914,-0.001875,-0.010121,,,,0.032049,-1.577841,,,-0.044661,0.065913,,,0.413664,-0.014701,0.051616,0.478671,0.193206,0.974926,0.974926,-2.512023,0.032853,,,,1.055849,,0.213205,-0.241221,2.919632
19852,191.85,7.7400,15.6100,0.075813,0.064712,0.1094,0.1240,0.1055,0.1318,0.1233,0.0695,0.021300,0.040344,0.040834,0.081366,0.495836,0.686430,0.036000,0.014600,-0.008541,0.011278,,-0.026608,0.002035,0.025147,0.038930,-0.002196,-0.002625,,,,0.033101,-1.568889,,,-0.052426,-0.041293,,,0.672328,0.041362,0.050175,0.477090,0.133417,1.000000,1.000000,-2.605566,0.016032,,,,1.055849,,0.161043,-0.397184,2.998056
19853,182.08,7.8400,15.2300,-0.042696,-0.052624,0.1107,0.1248,0.1082,0.0053,0.0208,0.0710,0.017375,0.043058,0.041563,0.083645,0.514773,0.689959,0.037200,0.014100,0.015464,0.006506,,-0.031294,0.002214,0.028773,0.037959,-0.002121,0.005598,,,,0.033670,-1.530697,,,-0.057234,0.041219,,,0.604128,0.028813,0.046746,0.485016,0.121861,0.977264,0.977264,-2.579847,0.020548,,,,-0.787830,,0.196123,-0.255236,3.014603
