yyyyq,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
19993,1282.71,16.6410,43.9600,-0.062167,-0.065311,0.0739,0.0820,0.0646,-0.0047,-0.0047,0.0468,0.011425,0.012973,0.012603,0.034271,0.378549,0.163684,0.017800,0.008100,-0.000032,0.010229,,0.020380,0.007046,0.023927,0.043156,-0.000986,0.030587,27.344597,0.010957,32.059700,0.034496,-1.509386,,5.400000,0.108978,0.107901,,,-0.009101,-0.025045,0.051534,0.410807,0.201442,0.912672,0.912672,-3.430964,0.050459,0.051858,,,-1.068497,,0.233341,0.149856,4.010238
19994,1469.25,16.6920,48.1700,0.154383,0.151038,0.0755,0.0819,0.0682,-0.0227,-0.0079,0.0520,0.011700,0.011361,0.012018,0.032785,0.346523,0.147167,0.016200,0.006400,0.014745,0.002382,,0.017889,0.007379,0.025710,0.042574,0.000064,0.038663,34.154530,0.008405,35.708800,0.035514,-1.583153,,9.100000,0.130256,0.035786,,,-0.014486,-0.000138,0.069671,0.396464,0.254646,1.000000,1.000000,-3.478678,0.085356,0.051786,,,1.055849,,0.155129,0.062438,4.332770
20001,1498.58,16.7620,50.9500,0.025744,0.022780,0.0768,0.0837,0.0618,0.0883,0.0241,0.0569,0.013000,0.011185,0.012267,0.033999,0.328989,0.149974,0.004900,0.006900,-0.064229,0.017231,,0.018291,0.014885,0.013866,0.043373,0.000185,0.038541,14.968554,0.008492,10.400400,0.035428,-1.676950,,10.900000,0.132154,-0.121361,,,-0.212966,-0.026725,0.092108,0.345338,0.154309,0.931668,0.931668,-3.442147,0.121601,0.050487,,,0.250551,,0.183209,0.056759,4.666883
20002,1454.60,16.7040,51.9200,-0.028358,-0.031071,0.0767,0.0848,0.0622,0.0111,0.0043,0.0569,0.014225,0.011484,0.011758,0.035694,0.321726,0.156778,0.005300,0.008100,-0.006833,0.007009,,0.007124,0.015487,0.021181,0.043920,-0.000247,0.045947,13.785230,0.006815,13.129700,0.034394,-1.596611,,24.600000,0.137427,0.117465,,,-0.912134,0.095046,0.048022,0.362018,0.270496,0.891232,0.891232,-3.391994,0.110026,0.031861,,,-0.519085,,0.190908,0.057725,4.654402
20003,1436.51,16.3470,53.7000,-0.005642,-0.008385,0.0762,0.0835,0.0612,0.0254,0.0364,0.0600,0.014225,0.011380,0.010771,0.037382,0.304413,0.153789,0.001200,0.007300,0.011027,0.007541,,0.004469,0.004705,0.019977,0.043574,-0.000508,0.048997,13.609885,0.009002,16.056300,0.034049,-1.554597,,33.900000,0.132602,-0.067090,,,-0.903925,-0.007692,0.053437,0.389603,0.259193,0.908551,0.908551,-3.342939,0.053659,0.026894,,,-1.057260,,0.081549,-0.012554,4.601572
20004,1320.28,16.2710,50.0000,-0.076815,-0.079549,0.0721,0.0802,0.0558,0.0767,0.0588,0.0577,0.015000,0.012324,0.012374,0.037871,0.325420,0.151852,-0.001900,0.008100,-0.017987,0.001727,,-0.002262,0.014140,0.027086,0.042940,-0.000525,0.052273,33.667107,0.009501,24.790400,0.034164,-1.702023,,43.900000,0.121142,-0.204999,,,-0.638941,-0.039611,0.009320,0.428675,0.355178,0.920146,0.920146,-3.324649,0.067534,0.061012,,,-2.681880,,0.129072,0.310991,4.031515
20011,1160.33,15.9730,45.4400,-0.121311,-0.123970,0.0698,0.0784,0.0559,0.0121,0.0460,0.0442,0.014425,0.013766,0.012882,0.039161,0.351518,0.133114,0.011700,0.008600,0.033949,0.012644,,-0.005213,0.014609,0.015485,0.041805,-0.001864,0.048979,26.800940,0.008229,13.278700,0.034507,-1.894474,,59.600000,0.102554,-0.035832,,,-0.239888,-0.034331,0.026588,0.421602,0.169573,0.873406,0.842685,-3.287809,0.046193,0.069828,,,-2.681880,,0.178039,0.318875,3.794164
20012,1224.42,15.6860,36.7900,0.058624,0.055455,0.0718,0.0797,0.0590,-0.0195,0.0057,0.0349,0.011050,0.012811,0.012491,0.030047,0.426366,0.125209,0.024100,0.007900,0.025184,0.010216,,0.005041,0.011471,0.018982,0.040263,-0.001592,0.042195,11.538561,0.005198,12.712300,0.035768,-1.796169,,50.900000,0.083910,-0.071152,,,-0.509624,-0.040120,0.039929,0.423846,0.281069,0.926307,0.895881,-3.556450,0.043305,0.033664,,,-1.367936,,0.265809,0.568832,3.882931
20013,1040.94,15.7360,28.3100,-0.146723,-0.149806,0.0717,0.0803,0.0542,0.0676,0.0363,0.0264,0.008725,0.015117,0.013882,0.027197,0.555846,0.148629,0.027800,0.008600,-0.031283,0.001685,,0.008653,0.012289,0.021824,0.039189,-0.001823,0.039199,40.542580,0.007333,35.721000,0.033717,-1.854936,,40.400000,0.067031,-0.120450,,,-0.463297,-0.060007,0.094565,0.421917,0.304240,0.780351,0.754719,-3.650880,0.048727,0.087375,,,-2.681880,,0.278843,0.770607,3.657650
20014,1148.08,15.7400,24.6900,0.109821,0.105850,0.0677,0.0805,0.0575,-0.0211,0.0149,0.0169,0.006600,0.013710,0.013814,0.021505,0.637505,0.131218,0.040600,0.012800,0.035994,-0.008974,,0.013465,0.007237,0.019338,0.037531,-0.001336,0.042001,31.290174,0.005025,35.787300,0.035208,-1.764758,,50.900000,0.053259,0.025694,,,-0.874191,-0.062351,-0.009783,0.441091,0.285142,0.883892,0.854859,-3.889095,0.032308,0.045047,,,-1.371550,,0.213865,0.769618,3.592093
20021,1147.39,15.7300,24.7000,0.002786,-0.000601,0.0681,0.0811,0.0604,-0.0193,0.0003,0.0179,0.004225,0.013709,0.014213,0.021527,0.636842,0.236833,0.042500,0.013000,0.019572,0.011885,,0.013759,0.006767,0.017422,0.036178,-0.002239,0.036268,10.318050,0.003863,11.504600,0.035604,-1.862549,,45.500000,0.063252,0.203398,,,-0.604922,-0.037953,0.037588,0.442912,0.279630,0.917623,0.887483,-3.889895,0.027253,0.026665,,,-1.088606,,0.267918,0.907830,3.589833
20022,989.81,16.0390,26.7400,-0.134799,-0.138159,0.0663,0.0795,0.0566,0.0621,0.0445,0.0170,0.004475,0.016204,0.015030,0.027015,0.599813,0.266573,0.039600,0.013200,-0.017602,0.006152,,0.027523,0.010129,0.015355,0.035374,-0.002607,0.033832,15.332964,0.005035,15.573300,0.035048,-1.923766,,25.000000,0.076084,0.055972,,,-0.322096,-0.072414,0.059024,0.449799,0.354482,0.869115,0.788474,-3.659476,0.040586,0.057630,,,-2.681880,,0.310607,0.870060,3.606390
20023,815.29,15.7990,30.0400,-0.169064,-0.172761,0.0615,0.0740,0.0480,0.1231,0.0898,0.0163,0.004250,0.019378,0.017246,0.036846,0.525932,0.324555,0.031700,0.012500,-0.033222,0.006115,,0.029299,0.032118,0.016798,0.034897,-0.003213,0.034026,59.435001,0.010980,80.610800,0.035055,-1.973555,,21.400000,0.071341,0.055920,,,-0.294704,-0.063366,-0.060483,0.456923,0.359416,0.713846,0.647611,-3.338984,0.038459,0.137213,,,-2.681880,,0.483693,1.032143,3.291551
20024,879.82,16.0740,27.5900,0.085020,0.079885,0.0621,0.0745,0.0484,0.0074,0.0244,0.0119,0.004075,0.018270,0.017167,0.031359,0.582602,0.295386,0.036500,0.012400,0.017012,-0.000552,,0.025736,0.018678,0.020574,0.034090,-0.004144,0.037646,42.968784,0.008218,43.327800,0.035263,-1.748816,,20.000000,0.064308,0.161518,,,-0.126232,-0.046085,0.069880,0.470452,0.312365,0.784338,0.711562,-3.501773,0.033653,0.072329,,,-2.147701,,0.383449,1.007819,3.366038
20031,848.18,16.2240,30.3200,-0.031539,-0.036038,0.0589,0.0695,0.0490,0.0082,0.0203,0.0113,0.002975,0.019128,0.019288,0.035747,0.535092,0.286118,0.037700,0.010600,0.012172,0.018242,,0.024099,0.013868,0.028324,0.033950,,0.034309,35.907288,0.005863,34.746900,0.034897,-1.737883,,22.000000,0.066760,-0.152884,,,-0.088234,-0.031612,0.004931,0.484493,0.356910,0.769826,0.681749,-3.368677,0.023792,0.079002,,,-2.681880,,0.505464,1.225591,3.341920
20032,974.51,16.1650,34.5500,0.155049,0.150074,0.0497,0.0619,0.0445,0.0535,0.0558,0.0092,0.002825,0.016588,0.016776,0.035454,0.467873,0.254488,0.035300,0.012200,0.002236,-0.002714,,0.001262,0.007291,0.021893,0.034580,,0.035683,12.083601,0.003243,14.391900,0.034471,-1.882416,,8.900000,0.057222,0.019959,,,-0.269774,-0.021450,-0.010740,0.440156,0.114573,0.957987,0.766481,-3.372285,0.033161,0.035242,,,0.818880,,0.368189,1.247288,3.185934
20033,995.97,16.5860,38.5800,0.026737,0.022288,0.0572,0.0679,0.0523,-0.0332,-0.0213,0.0094,0.002300,0.016653,0.016454,0.038736,0.429912,0.246542,0.042900,0.010700,0.011918,0.008165,,0.007323,0.004881,0.023248,0.034978,,0.030361,22.258223,0.005970,30.559500,0.034957,-1.803617,,3.400000,0.062499,-0.080919,,,-0.406315,-0.018865,0.026194,0.415793,0.108471,0.960238,0.791186,-3.292797,0.030560,0.045473,,,1.055849,,0.320190,1.188949,3.289668
20034,1111.92,17.3850,48.7400,0.120496,0.115199,0.0562,0.0660,0.0515,-0.0175,-0.0015,0.0090,0.002350,0.015635,0.016429,0.043834,0.356689,0.218740,0.042500,0.009800,0.015937,-0.004860,,0.006946,0.003221,0.020698,0.035068,,0.025758,16.923622,0.003586,20.793800,0.034552,-1.848346,,0.000000,0.066952,0.071876,,,-0.078352,-0.000854,0.013805,0.413273,0.106608,1.000000,0.891746,-3.169157,0.023188,0.029296,,,1.055849,,0.244238,1.128283,3.525580
20041,1126.21,18.0240,52.0000,0.018268,0.014166,0.0533,0.0611,0.0474,0.0568,0.0491,0.0094,0.002250,0.016004,0.015742,0.046173,0.346615,0.281731,0.038000,0.007800,-0.007757,0.016820,,0.012282,0.003571,0.027168,0.034375,,0.024069,10.093694,0.003774,9.446200,0.034182,-2.039099,,-17.900000,0.066754,-0.009146,,,0.036141,0.010285,0.038804,0.427556,0.113480,0.964611,0.883538,-3.112954,0.022577,0.024304,,,1.055849,,0.279831,1.205491,3.496390
20042,1140.84,18.6020,56.1500,0.017278,0.013035,0.0601,0.0678,0.0532,-0.0523,-0.0514,0.0127,0.002350,0.016306,0.016599,0.049218,0.331291,0.279632,0.040500,0.007700,0.000890,0.012273,,0.014491,0.002979,0.022431,0.034908,,0.017021,6.833077,0.003478,10.663100,0.033958,-1.875967,,-22.800000,0.066196,-0.074687,,,0.169889,-0.007850,0.010542,0.408300,0.174388,0.971854,0.890173,-3.057709,0.026512,0.017639,,,1.055849,,0.276379,1.431289,3.553241
20043,1114.58,19.1630,57.7700,-0.018772,-0.023114,0.0546,0.0627,0.0488,0.0657,0.0693,0.0165,0.003175,0.017193,0.017354,0.051831,0.331712,0.289485,0.032300,0.008100,0.003573,0.001054,,0.009132,0.002926,0.020789,0.035553,,0.017153,5.377908,0.003633,9.026200,0.033169,-1.882949,,-20.000000,0.071458,0.173573,,,0.351321,-0.008933,0.004080,0.428928,0.222221,0.938774,0.859873,-3.000233,0.021112,0.015007,,,-0.039320,,0.262615,1.418567,3.227389
20044,1211.92,19.4420,58.5500,0.091767,0.083441,0.0547,0.0615,0.0484,0.0164,0.0217,0.0219,0.004125,0.016042,0.016563,0.048312,0.332058,0.270619,0.026500,0.006800,0.005240,0.002106,,0.013002,0.002816,0.030128,0.035904,,0.023644,5.005804,0.003005,8.961800,0.032804,-1.810449,,-21.100000,0.086513,-0.117982,,,0.210565,-0.014116,0.041348,0.444661,0.225883,0.993410,0.919818,-3.071510,0.019962,0.015169,,,1.055849,,0.257246,1.216556,3.294101
20051,1180.59,20.2250,60.2200,-0.020361,-0.024817,0.0540,0.0606,0.0488,0.0095,0.0035,0.0274,0.005475,0.017131,0.016804,0.051008,0.335852,0.319857,0.021400,0.006600,-0.006008,0.015765,,0.009097,0.002516,0.032853,0.036033,,0.019273,6.571886,0.004343,8.757700,0.032577,-1.854882,,-23.600000,0.091821,0.068792,,,0.314534,-0.045506,0.071041,0.454307,0.257645,0.960076,0.895997,-3.019782,0.019437,0.016893,,,1.055849,,0.263572,1.389179,3.229015
20052,1191.33,20.9250,63.2600,0.014201,0.009615,0.0496,0.0586,0.0429,0.0859,0.0782,0.0297,0.006850,0.017564,0.017562,0.053100,0.330778,0.326979,0.013200,0.009000,-0.007790,0.006208,,0.005366,0.003227,0.036226,0.036215,,0.017705,3.004058,0.004740,5.987400,0.032321,-1.799008,,-24.100000,0.095234,0.087366,,,0.402879,0.048276,0.003418,0.439112,0.249777,0.939164,0.876481,-2.974793,0.022086,0.012369,,,-0.793311,,0.300176,1.521649,3.374221
20053,1228.81,21.4710,66.4700,0.036155,0.031576,0.0513,0.0603,0.0464,-0.0304,-0.0326,0.0342,0.007425,0.017473,0.017594,0.054093,0.323018,0.317892,0.012200,0.009000,-0.002238,0.022108,,0.006716,0.002007,0.039479,0.036560,,0.016690,2.404744,0.004287,5.355900,0.032011,-1.864287,,-16.700000,0.071851,-0.035262,,,0.337491,-0.002311,0.077542,0.431352,0.229504,0.966012,0.901537,-2.958193,0.019138,0.011892,,,-0.012711,,0.224189,1.541248,3.335754
20054,1248.29,22.2160,69.8300,0.021956,0.016961,0.0537,0.0632,0.0461,0.0142,0.0116,0.0389,0.008550,0.017797,0.017780,0.055941,0.318144,0.313478,0.007200,0.009500,-0.002669,-0.010060,,0.003059,0.002791,0.041472,0.036421,,0.006806,3.475762,0.004683,7.147600,0.031934,-1.816546,,-8.800000,0.095862,0.065062,,,0.515877,0.033755,0.037942,0.458883,0.243816,0.979613,0.914230,-2.927196,0.014692,0.011822,,,-0.519085,,0.241339,1.539799,3.473042
20061,1294.83,22.7840,72.6700,0.042214,0.037401,0.0553,0.0641,0.0507,-0.0428,-0.0372,0.0451,0.009725,0.017596,0.017791,0.056123,0.313527,0.316009,0.005600,0.008800,0.005657,0.015244,,0.002152,0.002169,0.030179,0.037218,,0.005106,1.924380,0.004802,5.175800,0.032661,-1.883449,,-10.700000,0.096273,0.079518,,,0.309983,0.057133,0.030216,0.427445,0.241632,0.981612,0.947653,-2.926357,0.022722,0.012747,,,1.055849,,0.218255,1.619118,3.420949
20062,1270.20,23.4370,74.4900,-0.015036,-0.019659,0.0589,0.0678,0.0531,-0.0147,-0.0206,0.0479,0.011275,0.018451,0.018453,0.058644,0.314633,0.314850,0.005200,0.008900,-0.005807,0.015516,,-0.002195,0.004058,0.036892,0.037412,,-0.002635,3.927803,0.005634,0.071400,0.032486,-2.034160,,-12.300000,0.099020,0.035284,,,0.515281,0.024449,0.094178,0.409539,0.165608,0.957705,0.951142,-2.886102,0.019699,0.015388,,,1.055849,,0.318922,1.938427,3.584823
20063,1335.85,24.0960,78.5700,0.057133,0.052248,0.0551,0.0643,0.0484,0.0683,0.0801,0.0481,0.011975,0.018038,0.018481,0.058817,0.306682,0.300593,0.000300,0.009200,0.011814,0.000000,,-0.009493,0.002434,0.041019,0.037587,,-0.003296,3.342976,0.005237,6.988500,0.032049,-1.933891,,-8.900000,0.097096,-0.106280,,,0.598270,0.099427,0.004045,0.413434,0.180658,0.996639,0.996254,-2.879453,0.014326,0.012425,,,1.055849,,0.222101,1.720941,3.272154
20064,1418.30,24.8840,81.5100,0.065987,0.060688,0.0532,0.0622,0.0491,0.0043,0.0135,0.0485,0.012025,0.017545,0.017766,0.057470,0.305288,0.281682,0.000600,0.009000,0.009254,-0.005421,,-0.015037,0.001400,0.034677,0.037513,,-0.001186,3.177323,0.005268,6.959300,0.031696,-1.833495,,0.000000,0.102252,-0.033667,,,0.517337,0.032655,0.031500,0.447606,0.174192,0.996210,0.996210,-2.901079,0.018646,0.011479,,,1.055849,,0.164712,1.628735,3.518923
20071,1420.86,25.4940,83.1500,0.006577,0.002043,0.0530,0.0627,0.0493,0.0081,-0.0002,0.0494,0.012125,0.017943,0.018122,0.058521,0.306603,0.269050,-0.000100,0.009700,-0.008314,0.017602,,-0.012486,0.003515,0.022279,0.037717,,0.007240,4.416194,0.005812,0.628100,0.031759,-2.014213,,0.000000,0.106322,0.067336,,,0.693978,0.030442,0.003787,0.444805,0.186642,0.966192,0.966192,-2.882962,0.017715,0.018700,,,1.055849,,0.359868,2.164604,3.325085
20072,1503.35,26.1700,84.9207,0.062017,0.057199,0.0579,0.0670,0.0521,-0.0207,-0.0188,0.0461,0.012350,0.017408,0.017098,0.056488,0.308170,0.247896,0.006000,0.009100,0.001875,0.014609,,-0.011064,0.002751,0.028381,0.038069,,0.009961,5.929673,0.006273,10.636000,0.031870,-2.067563,,-3.800000,0.110137,0.100750,,,0.556927,0.016352,0.022668,0.425498,0.179117,0.980426,0.980426,-2.923475,0.020690,0.022814,,,1.055849,,0.302283,2.498430,3.378670
20073,1526.75,26.9780,78.6007,0.020273,0.015371,0.0574,0.0659,0.0489,0.0501,0.0256,0.0389,0.011525,0.017670,0.018303,0.051482,0.343228,0.239207,0.010000,0.008500,-0.024511,0.000662,,-0.013015,0.009429,0.033408,0.038168,,0.015151,13.575129,0.006829,11.916800,0.031885,-2.213898,,7.500000,0.109319,0.103541,,,0.396084,0.008501,0.064050,0.408823,0.204808,0.992516,0.992516,-3.010724,0.022383,0.028545,,,1.055849,,0.465329,2.581119,3.662644
20074,1468.36,27.7320,66.1807,-0.030705,-0.035682,0.0549,0.0665,0.0450,0.0599,0.0196,0.0300,0.009725,0.018886,0.018723,0.045071,0.419034,0.250583,0.015000,0.011600,-0.040326,0.007415,,-0.040637,0.009665,0.033929,0.038253,,0.010552,25.319271,0.007704,18.136200,0.032011,-2.358381,,19.200000,0.108972,0.082957,,,0.619515,0.080578,-0.033481,0.438335,0.214849,0.936481,0.936481,-3.139694,0.020053,0.042799,,,-0.561164,,0.403755,2.566972,3.760651
20081,1322.70,28.3020,60.3907,-0.093755,-0.098504,0.0551,0.0689,0.0432,0.0340,-0.0113,0.0126,0.007500,0.021397,0.021270,0.045657,0.468648,0.254058,0.030600,0.013800,-0.045264,0.016626,,-0.051830,0.014395,0.030769,0.037902,,0.008156,27.432327,0.007108,3.210400,0.031644,-2.389392,,32.100000,0.097287,-0.002358,,,0.548525,0.049590,0.079980,0.453230,0.223778,0.865746,0.865746,-3.121093,0.027923,0.058141,,,-2.681880,,0.389729,2.605353,4.221584
20082,1280.00,28.7120,51.3700,-0.025752,-0.030827,0.0568,0.0707,0.0460,-0.0237,-0.0248,0.0186,0.003150,0.022431,0.020503,0.040133,0.558925,0.274491,0.027400,0.013900,-0.001125,0.024760,,-0.047377,0.007970,0.005214,0.037496,,0.007124,24.663998,0.006665,24.155800,0.031690,-2.071483,,55.400000,0.078066,0.099018,,,0.268127,0.013804,0.016754,0.430387,0.284580,0.801298,0.801298,-3.255743,0.042680,0.050685,,,-2.681880,,0.298419,2.472448,4.672302
20083,1166.36,28.8540,45.9500,-0.078572,-0.083788,0.0565,0.0731,0.0443,0.0331,-0.0853,0.0113,0.004650,0.024739,0.022492,0.039396,0.627943,0.287124,0.033000,0.016600,-0.118406,-0.000146,,-0.048923,0.031688,0.030180,0.036341,,0.000742,29.373299,0.013282,-9.470800,0.031633,-2.321456,,57.700000,0.009236,-0.128516,,,0.081115,-0.003492,-0.046231,0.432459,0.295841,0.766044,0.766044,-3.270325,0.051369,0.148673,,,-2.681880,,0.461480,2.264459,3.702697
20084,903.25,28.3870,14.8800,-0.218959,-0.224993,0.0505,0.0843,0.0303,0.2069,0.2336,0.0003,0.002825,0.031428,0.031673,0.016474,1.907728,0.354984,0.030000,0.033800,0.026698,-0.039103,,-0.024498,0.114435,0.017384,0.033841,,-0.009314,84.764015,0.015547,-11.345700,0.031104,-2.138056,,83.600000,-0.026069,-0.289078,,,0.106929,-0.088068,-0.036853,0.435001,0.362684,0.672098,0.619603,-4.129893,0.046352,0.128690,,,-2.681880,,0.652041,1.434199,4.284431
20091,797.87,27.2550,6.8600,-0.105579,-0.113612,0.0550,0.0842,0.0355,-0.0608,-0.1244,0.0021,0.000075,0.034160,0.037077,0.008598,3.973032,0.446141,0.033400,0.029200,-0.063562,0.011801,,-0.037429,0.042297,0.026251,0.031017,,-0.018370,83.318710,0.015555,31.003000,0.030942,-2.093216,,64.200000,-0.076473,0.125028,,,0.013741,-0.162300,0.036288,0.452934,0.411071,0.582693,0.537181,-4.784048,0.051004,0.166137,,,-2.681880,,0.498336,1.218893,3.767478
20092,919.32,25.5940,7.5100,0.156876,0.149978,0.0561,0.0750,0.0429,-0.0805,0.0824,0.0018,0.000525,0.027840,0.027846,0.008169,3.407989,0.401876,0.041100,0.018900,0.162876,0.014029,,-0.022097,0.017405,0.008827,0.029894,,-0.029265,31.857018,0.007507,24.918600,0.031173,-1.750600,,39.600000,-0.100848,0.052933,,,-0.195376,-0.107030,0.029987,0.417420,0.146478,0.716920,0.596349,-4.843924,0.036048,0.058282,,,-0.283308,,0.345417,0.863029,4.326689
20093,1057.08,23.9010,12.5400,0.152441,0.146459,0.0513,0.0631,0.0403,0.0431,0.1108,0.0012,0.000450,0.022610,0.023418,0.011863,1.905981,0.349521,0.039100,0.011800,0.067763,0.001280,,-0.000014,0.007861,0.019600,0.029575,,-0.037958,29.858633,0.006603,36.584400,0.031101,-1.809766,,31.500000,-0.072745,0.007003,,,-0.401892,-0.094032,0.027441,0.436782,0.127627,0.896705,0.685676,-4.467777,0.029421,0.056441,,,0.818880,,0.341999,0.877135,4.415440
20094,1115.10,22.4050,50.9700,0.060657,0.055016,0.0526,0.0637,0.0458,-0.0553,-0.0217,0.0005,0.000300,0.020092,0.020449,0.045709,0.439572,0.325531,0.045300,0.011100,0.033593,-0.000093,,0.010594,0.006833,0.020968,0.029637,,-0.041320,25.883081,0.004747,25.778000,0.030613,-1.639104,,14.000000,-0.066307,0.028501,,,-0.826672,-0.114455,-0.017902,0.462385,0.181074,0.988580,0.736209,-3.120733,0.037198,0.039134,,,1.055849,,0.385914,0.864040,4.265622
20101,1169.43,21.9040,60.9300,0.054208,0.049050,0.0527,0.0627,0.0458,0.0112,0.0180,0.0015,0.000125,0.018730,0.019832,0.052102,0.359495,0.381878,0.044278,0.010000,0.006842,0.007789,,0.026390,0.004998,0.020298,0.029711,,-0.044465,12.592733,0.003522,16.624400,0.029928,-1.624881,,-5.500000,-0.048358,0.046789,,,-0.622720,-0.006048,0.042909,0.462468,0.143241,0.995344,0.766466,-2.991167,0.028336,0.025818,,,1.055849,,0.374266,0.955086,5.183884
20102,1030.71,22.0370,67.1000,-0.115438,-0.119945,0.0488,0.0623,0.0376,0.1233,0.0840,0.0012,0.000375,0.021380,0.020228,0.065101,0.328420,0.424177,0.036407,0.013500,-0.039351,0.001535,,0.018776,0.015493,0.012210,0.030545,,-0.042770,63.366505,0.011249,59.389600,0.030445,-1.966595,,-7.100000,-0.032204,0.021486,,,-0.579693,-0.018395,-0.041636,0.429366,0.162427,0.872289,0.690035,-2.763318,0.037840,0.099699,,,-0.569604,,0.602017,0.803540,4.832597
20103,1141.20,22.3530,71.8600,0.114171,0.107801,0.0453,0.0566,0.0341,0.0564,0.0498,0.0015,0.000300,0.019587,0.021302,0.062969,0.311063,0.384306,0.032563,0.011300,-0.006605,0.002175,,0.003338,0.008391,0.010947,0.031204,,-0.046955,24.993029,0.006176,28.268700,0.030369,-1.754599,,-8.800000,-0.025153,0.111497,,,-0.524982,0.036178,0.056828,0.438682,0.168432,0.962786,0.761624,-2.791271,0.027289,0.044690,,,-0.587767,,0.500420,0.874346,4.487864
20104,1257.64,22.7290,77.3500,0.108321,0.101909,0.0502,0.0610,0.0414,-0.0821,-0.0294,0.0014,0.000375,0.018073,0.019253,0.061504,0.293846,0.358100,0.039978,0.010800,0.052685,0.003388,,0.012612,0.003650,0.012748,0.031620,,-0.054540,16.443985,0.003352,18.638300,0.029822,-1.508994,,-10.500000,-0.020431,0.086305,,,0.059951,-0.019975,0.103825,0.455943,0.190213,0.999321,0.817359,-2.821022,0.030912,0.027065,,,1.055849,,0.336385,0.634084,4.692229
20111,1325.83,23.4310,81.3100,0.057276,0.052332,0.0513,0.0603,0.0429,-0.0091,-0.0116,0.0010,0.000350,0.017673,0.017654,0.061328,0.288169,0.354270,0.041900,0.009000,-0.002463,0.019564,,0.012476,0.004276,0.003901,0.031376,,-0.056032,13.791314,0.003470,-1.732900,0.029284,-1.910983,,-10.500000,-0.019576,0.093615,,,0.132475,0.026839,0.016337,0.444565,0.208777,0.994228,0.869759,-2.825056,0.022695,0.026026,,,1.055849,,0.327014,0.579437,4.425464
20112,1320.64,24.3410,83.8700,0.000956,-0.003966,0.0499,0.0575,0.0404,0.0372,0.0282,0.0004,0.000250,0.018431,0.018095,0.063507,0.290223,0.351570,0.040000,0.007600,-0.009042,0.010091,,0.011734,0.003865,0.011199,0.031990,,-0.061683,9.273595,0.003047,5.364000,0.028781,-1.861572,,-16.400000,-0.021844,-0.072055,,,0.162635,-0.016263,0.030185,0.457332,0.248752,0.969072,0.876439,-2.786163,0.015749,0.022288,,,0.278560,,0.355349,0.600245,4.223489
20113,1131.42,25.1810,86.9800,-0.138179,-0.142776,0.0409,0.0527,0.0265,0.2117,0.1341,0.0001,0.000100,0.022256,0.020659,0.076877,0.289503,0.399923,0.026400,0.011800,-0.077633,0.005170,,0.013049,0.027969,0.010675,0.033262,,-0.064183,78.666977,0.013020,77.296600,0.028479,-2.237052,,-21.800000,-0.014623,-0.078144,,,0.158307,-0.013415,-0.008292,0.407313,0.275894,0.851906,0.770472,-2.585157,0.028655,0.153585,,,-2.681880,,0.707789,0.751700,4.297690
20114,1257.60,26.4250,86.9500,0.116416,0.109790,0.0393,0.0525,0.0248,0.0206,0.0233,0.0001,0.000025,0.021012,0.021192,0.069140,0.303910,0.357233,0.024700,0.013200,0.002744,-0.005364,,-0.006497,0.017845,0.015778,0.033837,,-0.069437,28.795353,0.005435,22.136200,0.028403,-1.855866,,-5.900000,-0.005585,-0.015245,,,0.193535,0.047422,0.051625,0.464654,0.300020,0.953712,0.862546,-2.691234,0.020820,0.044474,,,-2.681880,,0.619006,0.627579,4.769919
20121,1408.47,27.3530,88.5400,0.126346,0.120529,0.0399,0.0523,0.0290,-0.0490,-0.0059,0.0008,0.000025,0.019420,0.020029,0.062863,0.308934,0.346182,0.028200,0.012400,0.043165,0.016484,,-0.013775,0.002427,0.009643,0.034403,,-0.070153,8.046990,0.002433,11.277800,0.027824,-1.883817,,5.400000,-0.004666,-0.037822,,,0.247146,0.014976,0.030862,0.449147,0.293826,0.996927,0.932755,-2.788273,0.021860,0.020839,,,1.055849,,0.219845,0.397046,5.058333
20122,1362.16,28.3200,87.9200,-0.026713,-0.032091,0.0364,0.0502,0.0225,0.0928,0.0671,0.0009,0.000200,0.020791,0.021613,0.064545,0.322111,0.355104,0.021600,0.013800,-0.025614,0.000375,,-0.019043,0.006561,0.007454,0.034853,,-0.073406,-0.253008,0.003050,4.599600,0.027586,-1.862500,,-6.900000,0.001785,-0.017106,,,0.227639,-0.012574,0.004046,0.444676,0.272485,0.969936,0.909320,-2.756470,0.025431,0.025067,,,1.055849,,0.449869,0.487349,4.662256
